cell_id,Library,Well,Hours,Media,Mapped.Fragments
CELL_2255,LIB_2255,WELL_2255,48,GM,1310208
CELL_2256,LIB_2256,WELL_2256,72,DM,4052180
CELL_2257,LIB_2257,WELL_2257,0,GM,2178032
CELL_2258,LIB_2258,WELL_2258,24,DM,2254849
CELL_2259,LIB_2259,WELL_2259,48,GM,3548969
CELL_2260,LIB_2260,WELL_2260,72,DM,2924812
CELL_2261,LIB_2261,WELL_2261,0,GM,4964682
CELL_2262,LIB_2262,WELL_2262,24,DM,1661082
CELL_2263,LIB_2263,WELL_2263,48,GM,2512576
CELL_2264,LIB_2264,WELL_2264,72,DM,4200039
CELL_2265,LIB_2265,WELL_2265,0,GM,2221717
CELL_2266,LIB_2266,WELL_2266,24,DM,4380433
CELL_2267,LIB_2267,WELL_2267,48,GM,3245063
CELL_2268,LIB_2268,WELL_2268,72,DM,1536260
CELL_2269,LIB_2269,WELL_2269,0,GM,2446274
CELL_2270,LIB_2270,WELL_2270,24,DM,4930950
CELL_2271,LIB_2271,WELL_2271,48,GM,3544824
CELL_2272,LIB_2272,WELL_2272,72,DM,3926331
CELL_2273,LIB_2273,WELL_2273,0,GM,3703774
CELL_2274,LIB_2274,WELL_2274,24,DM,1396013
CELL_2275,LIB_2275,WELL_2275,48,GM,2790198
CELL_2276,LIB_2276,WELL_2276,72,DM,1689914
CELL_2277,LIB_2277,WELL_2277,0,GM,2050888
CELL_2278,LIB_2278,WELL_2278,24,DM,4191817
CELL_2279,LIB_2279,WELL_2279,48,GM,3713666
CELL_2280,LIB_2280,WELL_2280,72,DM,1187829
CELL_2281,LIB_2281,WELL_2281,0,GM,3840596
CELL_2282,LIB_2282,WELL_2282,24,DM,2826008
CELL_2283,LIB_2283,WELL_2283,48,GM,1418369
CELL_2284,LIB_2284,WELL_2284,72,DM,1630134
CELL_2285,LIB_2285,WELL_2285,0,GM,4052557
CELL_2286,LIB_2286,WELL_2286,24,DM,1216607
CELL_2287,LIB_2287,WELL_2287,48,GM,3318433
CELL_2288,LIB_2288,WELL_2288,72,DM,2876710
CELL_2289,LIB_2289,WELL_2289,0,GM,2486154
CELL_2290,LIB_2290,WELL_2290,24,DM,1563380
CELL_2291,LIB_2291,WELL_2291,48,GM,4416315
CELL_2292,LIB_2292,WELL_2292,72,DM,2954369
CELL_2293,LIB_2293,WELL_2293,0,GM,1844261
CELL_2294,LIB_2294,WELL_2294,24,DM,3491035
CELL_2295,LIB_2295,WELL_2295,48,GM,4351773
CELL_2296,LIB_2296,WELL_2296,72,DM,3920485
CELL_2297,LIB_2297,WELL_2297,0,GM,4693409
CELL_2298,LIB_2298,WELL_2298,24,DM,2394593
CELL_2299,LIB_2299,WELL_2299,48,GM,3182698
CELL_2300,LIB_2300,WELL_2300,72,DM,1360591
CELL_2301,LIB_2301,WELL_2301,0,GM,3617626
CELL_2302,LIB_2302,WELL_2302,24,DM,1003893
CELL_2303,LIB_2303,WELL_2303,48,GM,2630803
CELL_2304,LIB_2304,WELL_2304,72,DM,2815412
CELL_2305,LIB_2305,WELL_2305,0,GM,2636198
CELL_2306,LIB_2306,WELL_2306,24,DM,4413599
CELL_2307,LIB_2307,WELL_2307,48,GM,2456520
CELL_2308,LIB_2308,WELL_2308,72,DM,2932948
CELL_2309,LIB_2309,WELL_2309,0,GM,3303211
CELL_2310,LIB_2310,WELL_2310,24,DM,3943815
CELL_2311,LIB_2311,WELL_2311,48,GM,2400051
CELL_2312,LIB_2312,WELL_2312,72,DM,2115104
CELL_2313,LIB_2313,WELL_2313,0,GM,3559838
CELL_2314,LIB_2314,WELL_2314,24,DM,2242348
CELL_2315,LIB_2315,WELL_2315,48,GM,1670341
CELL_2316,LIB_2316,WELL_2316,72,DM,2553497
CELL_2317,LIB_2317,WELL_2317,0,GM,1072570
CELL_2318,LIB_2318,WELL_2318,24,DM,2699134
CELL_2319,LIB_2319,WELL_2319,48,GM,4607671
CELL_2320,LIB_2320,WELL_2320,72,DM,3073671
CELL_2321,LIB_2321,WELL_2321,0,GM,2781593
CELL_2322,LIB_2322,WELL_2322,24,DM,3597510
CELL_2323,LIB_2323,WELL_2323,48,GM,4453553
CELL_2324,LIB_2324,WELL_2324,72,DM,1670925
CELL_2325,LIB_2325,WELL_2325,0,GM,2894333
CELL_2326,LIB_2326,WELL_2326,24,DM,1554133
CELL_2327,LIB_2327,WELL_2327,48,GM,4521152
CELL_2328,LIB_2328,WELL_2328,72,DM,2297801
CELL_2329,LIB_2329,WELL_2329,0,GM,2839568
CELL_2330,LIB_2330,WELL_2330,24,DM,2821418
CELL_2331,LIB_2331,WELL_2331,48,GM,3299805
CELL_2332,LIB_2332,WELL_2332,72,DM,2202191
CELL_2333,LIB_2333,WELL_2333,0,GM,3832974
CELL_2334,LIB_2334,WELL_2334,24,DM,3903804
CELL_2335,LIB_2335,WELL_2335,48,GM,4285159
CELL_2336,LIB_2336,WELL_2336,72,DM,4934493
CELL_2337,LIB_2337,WELL_2337,0,GM,1367805
CELL_2338,LIB_2338,WELL_2338,24,DM,2252227
CELL_2339,LIB_2339,WELL_2339,48,GM,2265008
CELL_2340,LIB_2340,WELL_2340,72,DM,3568619
CELL_2341,LIB_2341,WELL_2341,0,GM,2941765
CELL_2342,LIB_2342,WELL_2342,24,DM,4335110
CELL_2343,LIB_2343,WELL_2343,48,GM,4739764
CELL_2344,LIB_2344,WELL_2344,72,DM,1862128
CELL_2345,LIB_2345,WELL_2345,0,GM,4178046
CELL_2346,LIB_2346,WELL_2346,24,DM,1465584
CELL_2347,LIB_2347,WELL_2347,48,GM,4000137
CELL_2348,LIB_2348,WELL_2348,72,DM,3651754
CELL_2349,LIB_2349,WELL_2349,0,GM,3367404
CELL_2350,LIB_2350,WELL_2350,24,DM,1830499
CELL_2351,LIB_2351,WELL_2351,48,GM,1643832
CELL_2352,LIB_2352,WELL_2352,72,DM,2465267
CELL_2353,LIB_2353,WELL_2353,0,GM,4412910
CELL_2354,LIB_2354,WELL_2354,24,DM,3195743
CELL_2355,LIB_2355,WELL_2355,48,GM,4068103
CELL_2356,LIB_2356,WELL_2356,72,DM,2080467
CELL_2357,LIB_2357,WELL_2357,0,GM,3780937
CELL_2358,LIB_2358,WELL_2358,24,DM,2176030
CELL_2359,LIB_2359,WELL_2359,48,GM,2582524
CELL_2360,LIB_2360,WELL_2360,72,DM,2897329
CELL_2361,LIB_2361,WELL_2361,0,GM,2152239
CELL_2362,LIB_2362,WELL_2362,24,DM,2237015
CELL_2363,LIB_2363,WELL_2363,48,GM,1572290
CELL_2364,LIB_2364,WELL_2364,72,DM,1016410
CELL_2365,LIB_2365,WELL_2365,0,GM,4199697
CELL_2366,LIB_2366,WELL_2366,24,DM,3549640
CELL_2367,LIB_2367,WELL_2367,48,GM,3262204
CELL_2368,LIB_2368,WELL_2368,72,DM,3480033
CELL_2369,LIB_2369,WELL_2369,0,GM,3296441
CELL_2370,LIB_2370,WELL_2370,24,DM,1302207
CELL_2371,LIB_2371,WELL_2371,48,GM,2830548
CELL_2372,LIB_2372,WELL_2372,72,DM,3480546
CELL_2373,LIB_2373,WELL_2373,0,GM,1132053
CELL_2374,LIB_2374,WELL_2374,24,DM,4140619
CELL_2375,LIB_2375,WELL_2375,48,GM,3716319
CELL_2376,LIB_2376,WELL_2376,72,DM,2195873
CELL_2377,LIB_2377,WELL_2377,0,GM,4116018
CELL_2378,LIB_2378,WELL_2378,24,DM,1202433
CELL_2379,LIB_2379,WELL_2379,48,GM,1864409
CELL_2380,LIB_2380,WELL_2380,72,DM,2508215
CELL_2381,LIB_2381,WELL_2381,0,GM,3139376
CELL_2382,LIB_2382,WELL_2382,24,DM,3522000
CELL_2383,LIB_2383,WELL_2383,48,GM,3232556
CELL_2384,LIB_2384,WELL_2384,72,DM,4075942
CELL_2385,LIB_2385,WELL_2385,0,GM,1083476
CELL_2386,LIB_2386,WELL_2386,24,DM,4492542
CELL_2387,LIB_2387,WELL_2387,48,GM,2776701
CELL_2388,LIB_2388,WELL_2388,72,DM,3251291
CELL_2389,LIB_2389,WELL_2389,0,GM,4367014
CELL_2390,LIB_2390,WELL_2390,24,DM,3703387
CELL_2391,LIB_2391,WELL_2391,48,GM,4473219
CELL_2392,LIB_2392,WELL_2392,72,DM,2577087
CELL_2393,LIB_2393,WELL_2393,0,GM,2241114
CELL_2394,LIB_2394,WELL_2394,24,DM,1533920
CELL_2395,LIB_2395,WELL_2395,48,GM,2895540
CELL_2396,LIB_2396,WELL_2396,72,DM,2809667
CELL_2397,LIB_2397,WELL_2397,0,GM,1804364
CELL_2398,LIB_2398,WELL_2398,24,DM,2651651
CELL_2399,LIB_2399,WELL_2399,48,GM,4148554
CELL_2400,LIB_2400,WELL_2400,72,DM,4452147
CELL_2401,LIB_2401,WELL_2401,0,GM,3559154
CELL_2402,LIB_2402,WELL_2402,24,DM,2550280
CELL_2403,LIB_2403,WELL_2403,48,GM,3580105
CELL_2404,LIB_2404,WELL_2404,72,DM,4396427
CELL_2405,LIB_2405,WELL_2405,0,GM,2955379
CELL_2406,LIB_2406,WELL_2406,24,DM,1559586
CELL_2407,LIB_2407,WELL_2407,48,GM,3573751
CELL_2408,LIB_2408,WELL_2408,72,DM,1139335
CELL_2409,LIB_2409,WELL_2409,0,GM,2155053
CELL_2410,LIB_2410,WELL_2410,24,DM,4909262
CELL_2411,LIB_2411,WELL_2411,48,GM,3995012
CELL_2412,LIB_2412,WELL_2412,72,DM,3833649
CELL_2413,LIB_2413,WELL_2413,0,GM,2939344
CELL_2414,LIB_2414,WELL_2414,24,DM,3814947
CELL_2415,LIB_2415,WELL_2415,48,GM,2064081
CELL_2416,LIB_2416,WELL_2416,72,DM,4715139
CELL_2417,LIB_2417,WELL_2417,0,GM,1488382
CELL_2418,LIB_2418,WELL_2418,24,DM,1700032
CELL_2419,LIB_2419,WELL_2419,48,GM,3683035
CELL_2420,LIB_2420,WELL_2420,72,DM,1599786
CELL_2421,LIB_2421,WELL_2421,0,GM,2926747
CELL_2422,LIB_2422,WELL_2422,24,DM,3103883
CELL_2423,LIB_2423,WELL_2423,48,GM,4723323
CELL_2424,LIB_2424,WELL_2424,72,DM,1527910
CELL_2425,LIB_2425,WELL_2425,0,GM,2411081
CELL_2426,LIB_2426,WELL_2426,24,DM,1177043
CELL_2427,LIB_2427,WELL_2427,48,GM,3242828
CELL_2428,LIB_2428,WELL_2428,72,DM,4619641
CELL_2429,LIB_2429,WELL_2429,0,GM,4321744
CELL_2430,LIB_2430,WELL_2430,24,DM,1959842
CELL_2431,LIB_2431,WELL_2431,48,GM,4736657
CELL_2432,LIB_2432,WELL_2432,72,DM,3361491
CELL_2433,LIB_2433,WELL_2433,0,GM,4844174
CELL_2434,LIB_2434,WELL_2434,24,DM,3139268
CELL_2435,LIB_2435,WELL_2435,48,GM,1978127
CELL_2436,LIB_2436,WELL_2436,72,DM,1628251
CELL_2437,LIB_2437,WELL_2437,0,GM,1817157
CELL_2438,LIB_2438,WELL_2438,24,DM,1562711
CELL_2439,LIB_2439,WELL_2439,48,GM,3079229
CELL_2440,LIB_2440,WELL_2440,72,DM,1302310
CELL_2441,LIB_2441,WELL_2441,0,GM,2533488
CELL_2442,LIB_2442,WELL_2442,24,DM,2075700
CELL_2443,LIB_2443,WELL_2443,48,GM,3276680
CELL_2444,LIB_2444,WELL_2444,72,DM,3389899
CELL_2445,LIB_2445,WELL_2445,0,GM,2509718
CELL_2446,LIB_2446,WELL_2446,24,DM,2598025
CELL_2447,LIB_2447,WELL_2447,48,GM,4495544
CELL_2448,LIB_2448,WELL_2448,72,DM,2882046
CELL_2449,LIB_2449,WELL_2449,0,GM,2335605
CELL_2450,LIB_2450,WELL_2450,24,DM,4002305
CELL_2451,LIB_2451,WELL_2451,48,GM,2906850
CELL_2452,LIB_2452,WELL_2452,72,DM,2073854
CELL_2453,LIB_2453,WELL_2453,0,GM,2699095
CELL_2454,LIB_2454,WELL_2454,24,DM,2231691
CELL_2455,LIB_2455,WELL_2455,48,GM,2233542
CELL_2456,LIB_2456,WELL_2456,72,DM,2100345
CELL_2457,LIB_2457,WELL_2457,0,GM,3861597
CELL_2458,LIB_2458,WELL_2458,24,DM,3557045
CELL_2459,LIB_2459,WELL_2459,48,GM,3263769
CELL_2460,LIB_2460,WELL_2460,72,DM,3476987
CELL_2461,LIB_2461,WELL_2461,0,GM,2384155
CELL_2462,LIB_2462,WELL_2462,24,DM,3788942
CELL_2463,LIB_2463,WELL_2463,48,GM,2949197
CELL_2464,LIB_2464,WELL_2464,72,DM,3820615
CELL_2465,LIB_2465,WELL_2465,0,GM,4919609
CELL_2466,LIB_2466,WELL_2466,24,DM,1184631
CELL_2467,LIB_2467,WELL_2467,48,GM,3799438
CELL_2468,LIB_2468,WELL_2468,72,DM,2040797
CELL_2469,LIB_2469,WELL_2469,0,GM,3563820
CELL_2470,LIB_2470,WELL_2470,24,DM,4487760
CELL_2471,LIB_2471,WELL_2471,48,GM,3711511
CELL_2472,LIB_2472,WELL_2472,72,DM,4914245
CELL_2473,LIB_2473,WELL_2473,0,GM,4874628
CELL_2474,LIB_2474,WELL_2474,24,DM,1314986
CELL_2475,LIB_2475,WELL_2475,48,GM,2848985
CELL_2476,LIB_2476,WELL_2476,72,DM,2048522
CELL_2477,LIB_2477,WELL_2477,0,GM,3358255
CELL_2478,LIB_2478,WELL_2478,24,DM,1798363
CELL_2479,LIB_2479,WELL_2479,48,GM,1806704
CELL_2480,LIB_2480,WELL_2480,72,DM,2279367
CELL_2481,LIB_2481,WELL_2481,0,GM,2870548
CELL_2482,LIB_2482,WELL_2482,24,DM,3800426
CELL_2483,LIB_2483,WELL_2483,48,GM,3899155
CELL_2484,LIB_2484,WELL_2484,72,DM,2192142
CELL_2485,LIB_2485,WELL_2485,0,GM,3235611
CELL_2486,LIB_2486,WELL_2486,24,DM,3126070
CELL_2487,LIB_2487,WELL_2487,48,GM,1159404
CELL_2488,LIB_2488,WELL_2488,72,DM,1294231
CELL_2489,LIB_2489,WELL_2489,0,GM,4096483
CELL_2490,LIB_2490,WELL_2490,24,DM,4786718
CELL_2491,LIB_2491,WELL_2491,48,GM,1838214
CELL_2492,LIB_2492,WELL_2492,72,DM,3544493
CELL_2493,LIB_2493,WELL_2493,0,GM,1871851
CELL_2494,LIB_2494,WELL_2494,24,DM,1276861
CELL_2495,LIB_2495,WELL_2495,48,GM,3034460
CELL_2496,LIB_2496,WELL_2496,72,DM,1872892
CELL_2497,LIB_2497,WELL_2497,0,GM,3039890
CELL_2498,LIB_2498,WELL_2498,24,DM,2624042
CELL_2499,LIB_2499,WELL_2499,48,GM,3224153
CELL_2500,LIB_2500,WELL_2500,72,DM,2434924
CELL_2501,LIB_2501,WELL_2501,0,GM,2044603
CELL_2502,LIB_2502,WELL_2502,24,DM,2726947
CELL_2503,LIB_2503,WELL_2503,48,GM,2109407
CELL_2504,LIB_2504,WELL_2504,72,DM,1547443
CELL_2505,LIB_2505,WELL_2505,0,GM,2779661
CELL_2506,LIB_2506,WELL_2506,24,DM,4407905
CELL_2507,LIB_2507,WELL_2507,48,GM,3837252
CELL_2508,LIB_2508,WELL_2508,72,DM,3021151
CELL_2509,LIB_2509,WELL_2509,0,GM,2015488
CELL_2510,LIB_2510,WELL_2510,24,DM,3810542
CELL_2511,LIB_2511,WELL_2511,48,GM,1883057
CELL_2512,LIB_2512,WELL_2512,72,DM,1420890
CELL_2513,LIB_2513,WELL_2513,0,GM,3424523
CELL_2514,LIB_2514,WELL_2514,24,DM,2438051
CELL_2515,LIB_2515,WELL_2515,48,GM,4946438
CELL_2516,LIB_2516,WELL_2516,72,DM,3926110
CELL_2517,LIB_2517,WELL_2517,0,GM,3864562
CELL_2518,LIB_2518,WELL_2518,24,DM,2609307
CELL_2519,LIB_2519,WELL_2519,48,GM,2099949
CELL_2520,LIB_2520,WELL_2520,72,DM,1693590
CELL_2521,LIB_2521,WELL_2521,0,GM,1541963
CELL_2522,LIB_2522,WELL_2522,24,DM,4971588
CELL_2523,LIB_2523,WELL_2523,48,GM,1402409
CELL_2524,LIB_2524,WELL_2524,72,DM,2803597
CELL_2525,LIB_2525,WELL_2525,0,GM,4547407
CELL_2526,LIB_2526,WELL_2526,24,DM,1888454
CELL_2527,LIB_2527,WELL_2527,48,GM,4255922
CELL_2528,LIB_2528,WELL_2528,72,DM,4324227
CELL_2529,LIB_2529,WELL_2529,0,GM,2570283
CELL_2530,LIB_2530,WELL_2530,24,DM,4871420
CELL_2531,LIB_2531,WELL_2531,48,GM,2029582
CELL_2532,LIB_2532,WELL_2532,72,DM,1554020
CELL_2533,LIB_2533,WELL_2533,0,GM,3930901
CELL_2534,LIB_2534,WELL_2534,24,DM,3507593
CELL_2535,LIB_2535,WELL_2535,48,GM,2953859
CELL_2536,LIB_2536,WELL_2536,72,DM,1394038
CELL_2537,LIB_2537,WELL_2537,0,GM,4035565
CELL_2538,LIB_2538,WELL_2538,24,DM,2777899
CELL_2539,LIB_2539,WELL_2539,48,GM,4196691
CELL_2540,LIB_2540,WELL_2540,72,DM,2262016
CELL_2541,LIB_2541,WELL_2541,0,GM,1971987
CELL_2542,LIB_2542,WELL_2542,24,DM,3130625
CELL_2543,LIB_2543,WELL_2543,48,GM,1756115
CELL_2544,LIB_2544,WELL_2544,72,DM,4477199
CELL_2545,LIB_2545,WELL_2545,0,GM,4884661
CELL_2546,LIB_2546,WELL_2546,24,DM,2895794
CELL_2547,LIB_2547,WELL_2547,48,GM,3613311
CELL_2548,LIB_2548,WELL_2548,72,DM,3651125
CELL_2549,LIB_2549,WELL_2549,0,GM,3754611
CELL_2550,LIB_2550,WELL_2550,24,DM,3305383
CELL_2551,LIB_2551,WELL_2551,48,GM,4104344
CELL_2552,LIB_2552,WELL_2552,72,DM,2829014
CELL_2553,LIB_2553,WELL_2553,0,GM,3025041
CELL_2554,LIB_2554,WELL_2554,24,DM,3455639
CELL_2555,LIB_2555,WELL_2555,48,GM,2078440
CELL_2556,LIB_2556,WELL_2556,72,DM,2863973
CELL_2557,LIB_2557,WELL_2557,0,GM,4212242
CELL_2558,LIB_2558,WELL_2558,24,DM,1707901
CELL_2559,LIB_2559,WELL_2559,48,GM,2246871
CELL_2560,LIB_2560,WELL_2560,72,DM,4004950
CELL_2561,LIB_2561,WELL_2561,0,GM,3251833
CELL_2562,LIB_2562,WELL_2562,24,DM,3218878
CELL_2563,LIB_2563,WELL_2563,48,GM,4405805
CELL_2564,LIB_2564,WELL_2564,72,DM,1430370
CELL_2565,LIB_2565,WELL_2565,0,GM,3903483
CELL_2566,LIB_2566,WELL_2566,24,DM,3976056
CELL_2567,LIB_2567,WELL_2567,48,GM,3259413
CELL_2568,LIB_2568,WELL_2568,72,DM,4063173
CELL_2569,LIB_2569,WELL_2569,0,GM,2660180
CELL_2570,LIB_2570,WELL_2570,24,DM,1491507
CELL_2571,LIB_2571,WELL_2571,48,GM,3962845
CELL_2572,LIB_2572,WELL_2572,72,DM,1200848
CELL_2573,LIB_2573,WELL_2573,0,GM,4866893
CELL_2574,LIB_2574,WELL_2574,24,DM,4521181
CELL_2575,LIB_2575,WELL_2575,48,GM,2623234
CELL_2576,LIB_2576,WELL_2576,72,DM,2829710
CELL_2577,LIB_2577,WELL_2577,0,GM,4265439
CELL_2578,LIB_2578,WELL_2578,24,DM,4503586
CELL_2579,LIB_2579,WELL_2579,48,GM,2429697
CELL_2580,LIB_2580,WELL_2580,72,DM,1368634
CELL_2581,LIB_2581,WELL_2581,0,GM,2024287
CELL_2582,LIB_2582,WELL_2582,24,DM,3516805
CELL_2583,LIB_2583,WELL_2583,48,GM,2285758
CELL_2584,LIB_2584,WELL_2584,72,DM,2914110
CELL_2585,LIB_2585,WELL_2585,0,GM,2596372
CELL_2586,LIB_2586,WELL_2586,24,DM,4033020
CELL_2587,LIB_2587,WELL_2587,48,GM,2345675
CELL_2588,LIB_2588,WELL_2588,72,DM,3096103
CELL_2589,LIB_2589,WELL_2589,0,GM,3641774
CELL_2590,LIB_2590,WELL_2590,24,DM,1045452
CELL_2591,LIB_2591,WELL_2591,48,GM,1547703
CELL_2592,LIB_2592,WELL_2592,72,DM,4737556
CELL_2593,LIB_2593,WELL_2593,0,GM,4603023
CELL_2594,LIB_2594,WELL_2594,24,DM,2322009
CELL_2595,LIB_2595,WELL_2595,48,GM,1726003
CELL_2596,LIB_2596,WELL_2596,72,DM,3171578
CELL_2597,LIB_2597,WELL_2597,0,GM,3270419
CELL_2598,LIB_2598,WELL_2598,24,DM,3045334
CELL_2599,LIB_2599,WELL_2599,48,GM,3117432
CELL_2600,LIB_2600,WELL_2600,72,DM,3453473
CELL_2601,LIB_2601,WELL_2601,0,GM,3167344
CELL_2602,LIB_2602,WELL_2602,24,DM,2684388
CELL_2603,LIB_2603,WELL_2603,48,GM,1420874
CELL_2604,LIB_2604,WELL_2604,72,DM,2666794
CELL_2605,LIB_2605,WELL_2605,0,GM,1668331
CELL_2606,LIB_2606,WELL_2606,24,DM,1675736
CELL_2607,LIB_2607,WELL_2607,48,GM,1489848
CELL_2608,LIB_2608,WELL_2608,72,DM,3593330
CELL_2609,LIB_2609,WELL_2609,0,GM,2657549
CELL_2610,LIB_2610,WELL_2610,24,DM,4371158
CELL_2611,LIB_2611,WELL_2611,48,GM,3383601
CELL_2612,LIB_2612,WELL_2612,72,DM,4107267
CELL_2613,LIB_2613,WELL_2613,0,GM,1970898
CELL_2614,LIB_2614,WELL_2614,24,DM,3247564
CELL_2615,LIB_2615,WELL_2615,48,GM,2707148
CELL_2616,LIB_2616,WELL_2616,72,DM,3469645
CELL_2617,LIB_2617,WELL_2617,0,GM,2856080
CELL_2618,LIB_2618,WELL_2618,24,DM,2583636
CELL_2619,LIB_2619,WELL_2619,48,GM,2174685
CELL_2620,LIB_2620,WELL_2620,72,DM,3624432
CELL_2621,LIB_2621,WELL_2621,0,GM,2518516
CELL_2622,LIB_2622,WELL_2622,24,DM,3522863
CELL_2623,LIB_2623,WELL_2623,48,GM,2901428
CELL_2624,LIB_2624,WELL_2624,72,DM,1466500
CELL_2625,LIB_2625,WELL_2625,0,GM,3063663
CELL_2626,LIB_2626,WELL_2626,24,DM,1266530
CELL_2627,LIB_2627,WELL_2627,48,GM,4293483
CELL_2628,LIB_2628,WELL_2628,72,DM,1081445
CELL_2629,LIB_2629,WELL_2629,0,GM,2829892
CELL_2630,LIB_2630,WELL_2630,24,DM,2287057
CELL_2631,LIB_2631,WELL_2631,48,GM,2446067
CELL_2632,LIB_2632,WELL_2632,72,DM,1292980
CELL_2633,LIB_2633,WELL_2633,0,GM,1870079
CELL_2634,LIB_2634,WELL_2634,24,DM,2390499
CELL_2635,LIB_2635,WELL_2635,48,GM,2805044
CELL_2636,LIB_2636,WELL_2636,72,DM,3911612
CELL_2637,LIB_2637,WELL_2637,0,GM,4514739
CELL_2638,LIB_2638,WELL_2638,24,DM,4467169
CELL_2639,LIB_2639,WELL_2639,48,GM,2721051
CELL_2640,LIB_2640,WELL_2640,72,DM,4897501
CELL_2641,LIB_2641,WELL_2641,0,GM,2231862
CELL_2642,LIB_2642,WELL_2642,24,DM,2296370
CELL_2643,LIB_2643,WELL_2643,48,GM,4662186
CELL_2644,LIB_2644,WELL_2644,72,DM,4093693
CELL_2645,LIB_2645,WELL_2645,0,GM,4815951
CELL_2646,LIB_2646,WELL_2646,24,DM,1389718
CELL_2647,LIB_2647,WELL_2647,48,GM,4185818
CELL_2648,LIB_2648,WELL_2648,72,DM,4582203
CELL_2649,LIB_2649,WELL_2649,0,GM,1775816
CELL_2650,LIB_2650,WELL_2650,24,DM,4070503
CELL_2651,LIB_2651,WELL_2651,48,GM,4201039
CELL_2652,LIB_2652,WELL_2652,72,DM,1808836
CELL_2653,LIB_2653,WELL_2653,0,GM,3350069
CELL_2654,LIB_2654,WELL_2654,24,DM,2469066
CELL_2655,LIB_2655,WELL_2655,48,GM,4359355
CELL_2656,LIB_2656,WELL_2656,72,DM,3819195
CELL_2657,LIB_2657,WELL_2657,0,GM,3284219
CELL_2658,LIB_2658,WELL_2658,24,DM,3546390
CELL_2659,LIB_2659,WELL_2659,48,GM,1520347
CELL_2660,LIB_2660,WELL_2660,72,DM,1900840
CELL_2661,LIB_2661,WELL_2661,0,GM,1684505
CELL_2662,LIB_2662,WELL_2662,24,DM,4045871
CELL_2663,LIB_2663,WELL_2663,48,GM,4060366
CELL_2664,LIB_2664,WELL_2664,72,DM,4577069
CELL_2665,LIB_2665,WELL_2665,0,GM,1666367
CELL_2666,LIB_2666,WELL_2666,24,DM,4423906
CELL_2667,LIB_2667,WELL_2667,48,GM,1145655
CELL_2668,LIB_2668,WELL_2668,72,DM,3194895
CELL_2669,LIB_2669,WELL_2669,0,GM,3810048
CELL_2670,LIB_2670,WELL_2670,24,DM,3178780
CELL_2671,LIB_2671,WELL_2671,48,GM,2304616
CELL_2672,LIB_2672,WELL_2672,72,DM,4471969
CELL_2673,LIB_2673,WELL_2673,0,GM,1162939
CELL_2674,LIB_2674,WELL_2674,24,DM,3345800
CELL_2675,LIB_2675,WELL_2675,48,GM,3042391
CELL_2676,LIB_2676,WELL_2676,72,DM,2420846
CELL_2677,LIB_2677,WELL_2677,0,GM,4371300
CELL_2678,LIB_2678,WELL_2678,24,DM,4317837
CELL_2679,LIB_2679,WELL_2679,48,GM,3996629
CELL_2680,LIB_2680,WELL_2680,72,DM,2186065
CELL_2681,LIB_2681,WELL_2681,0,GM,2585310
CELL_2682,LIB_2682,WELL_2682,24,DM,3210942
CELL_2683,LIB_2683,WELL_2683,48,GM,1746065
CELL_2684,LIB_2684,WELL_2684,72,DM,4728498
CELL_2685,LIB_2685,WELL_2685,0,GM,1230600
CELL_2686,LIB_2686,WELL_2686,24,DM,3345700
CELL_2687,LIB_2687,WELL_2687,48,GM,4159379
CELL_2688,LIB_2688,WELL_2688,72,DM,2364777
CELL_2689,LIB_2689,WELL_2689,0,GM,2316976
CELL_2690,LIB_2690,WELL_2690,24,DM,4823208
CELL_2691,LIB_2691,WELL_2691,48,GM,2187104
CELL_2692,LIB_2692,WELL_2692,72,DM,4396373
CELL_2693,LIB_2693,WELL_2693,0,GM,1959004
CELL_2694,LIB_2694,WELL_2694,24,DM,1794146
CELL_2695,LIB_2695,WELL_2695,48,GM,4702498
CELL_2696,LIB_2696,WELL_2696,72,DM,4029211
CELL_2697,LIB_2697,WELL_2697,0,GM,2247919
CELL_2698,LIB_2698,WELL_2698,24,DM,3949182
CELL_2699,LIB_2699,WELL_2699,48,GM,4575218
CELL_2700,LIB_2700,WELL_2700,72,DM,4614072
CELL_2701,LIB_2701,WELL_2701,0,GM,1993795
CELL_2702,LIB_2702,WELL_2702,24,DM,3948308
CELL_2703,LIB_2703,WELL_2703,48,GM,3184422
CELL_2704,LIB_2704,WELL_2704,72,DM,2845857
CELL_2705,LIB_2705,WELL_2705,0,GM,3129572
CELL_2706,LIB_2706,WELL_2706,24,DM,1877060
CELL_2707,LIB_2707,WELL_2707,48,GM,2718764
CELL_2708,LIB_2708,WELL_2708,72,DM,1765863
CELL_2709,LIB_2709,WELL_2709,0,GM,4973652
CELL_2710,LIB_2710,WELL_2710,24,DM,2288264
CELL_2711,LIB_2711,WELL_2711,48,GM,3035462
CELL_2712,LIB_2712,WELL_2712,72,DM,4451737
CELL_2713,LIB_2713,WELL_2713,0,GM,2454897
CELL_2714,LIB_2714,WELL_2714,24,DM,3916878
CELL_2715,LIB_2715,WELL_2715,48,GM,4699505
CELL_2716,LIB_2716,WELL_2716,72,DM,3254587
CELL_2717,LIB_2717,WELL_2717,0,GM,1196995
CELL_2718,LIB_2718,WELL_2718,24,DM,4001989
CELL_2719,LIB_2719,WELL_2719,48,GM,1653875
