gene1	gene2
G1959	G4455
G1959	G4474
G1959	G601
G1959	G686
G1959	G797
G1959	G817
G1960	G2001
G1960	G2600
G1960	G2700
G1960	G2882
G1960	G4087
G1960	G4428
G1960	G458
G1961	G2302
G1961	G4020
G1961	G965
G1962	G1974
G1962	G3155
G1962	G4101
G1964	G199
G1964	G1996
G1964	G2005
G1964	G2049
G1964	G206
G1964	G2131
G1964	G2141
G1964	G2145
G1964	G2162
G1964	G2186
G1964	G2198
G1964	G2218
G1964	G2290
G1964	G2306
G1964	G231
G1964	G236
G1964	G2403
G1964	G2459
G1964	G2500
G1964	G2503
G1964	G2552
G1964	G2556
G1964	G2574
G1964	G2702
G1964	G2753
G1964	G2784
G1964	G2786
G1964	G292
G1964	G2998
G1964	G3016
G1964	G3082
G1964	G3101
G1964	G3317
G1964	G3478
G1964	G3500
G1964	G3508
G1964	G3521
G1964	G3537
G1964	G3544
G1964	G3669
G1964	G37
G1964	G3700
G1964	G3782
G1964	G3787
G1964	G3897
G1964	G392
G1964	G3934
G1964	G3946
G1964	G4031
G1964	G406
G1964	G4151
G1964	G4239
G1964	G4275
G1964	G4294
G1964	G439
G1964	G4412
G1964	G4431
G1964	G4469
G1964	G4474
G1964	G4500
G1964	G468
G1964	G52
G1964	G520
G1964	G526
G1964	G563
G1964	G758
G1964	G768
G1964	G772
G1964	G817
G1964	G833
G1964	G983
G1964	G990
G1965	G2390
G1965	G2434
G1965	G2585
G1965	G2835
G1965	G2934
G1965	G2993
G1965	G3020
G1965	G3136
G1965	G341
G1965	G3563
G1965	G3668
G1965	G3901
G1965	G4254
G1965	G575
G1965	G604
G1965	G636
G1965	G754
G1965	G804
G1965	G877
G1966	G1983
G1966	G2053
G1966	G2168
G1966	G2178
G1966	G2219
G1966	G2289
G1966	G2314
G1966	G2315
G1966	G2339
G1966	G2482
G1966	G2514
G1966	G254
G1966	G2554
G1966	G259
G1966	G2607
G1966	G2611
G1966	G2617
G1966	G2622
G1966	G2673
G1966	G2752
G1966	G2783
G1966	G2792
G1966	G2866
G1966	G2878
G1966	G2906
G1966	G2956
G1966	G2996
G1966	G3054
G1966	G3150
G1966	G3165
G1966	G318
G1966	G3254
G1966	G3274
G1966	G3346
G1966	G337
G1966	G3376
G1966	G3377
G1966	G3398
G1966	G3507
G1966	G3732
G1966	G3754
G1966	G3765
G1966	G3824
G1966	G3867
G1966	G3880
G1966	G3906
G1966	G4039
G1966	G410
G1966	G4215
G1966	G4224
G1966	G4269
G1966	G4402
G1966	G4489
G1966	G4496
G1966	G501
G1966	G535
G1966	G694
G1966	G743
G1966	G806
G1966	G896
G1966	G93
G1968	G2068
G1968	G2208
G1968	G2436
G1968	G2982
G1968	G3152
G1968	G3543
G1968	G3818
G1968	G4077
G1968	G505
G1968	G513
G1968	G762
G1969	G1990
G1969	G2225
G1969	G2318
G1969	G2613
G1969	G2678
G1969	G2845
G1969	G2893
G1969	G2957
G1969	G3087
G1969	G3144
G1969	G3188
G1969	G3294
G1969	G3484
G1969	G3590
G1969	G3622
G1969	G3806
G1969	G3813
G1969	G4019
G1969	G4083
G1969	G4086
G1969	G4117
G1969	G4246
G1969	G444
G1969	G4452
G1969	G4505
G1969	G482
G1969	G601
G1969	G619
G1969	G650
G1969	G821
G197	G2168
G197	G2193
G197	G2262
G197	G2339
G197	G3092
G197	G3111
G197	G3150
G197	G3287
G197	G3382
G197	G3553
G197	G3641
G197	G3680
G197	G4408
G197	G4416
G197	G749
G1970	G2711
G1970	G3123
G1970	G3297
G1970	G694
G1971	G203
G1971	G2036
G1971	G2487
G1971	G2729
G1971	G2878
G1971	G2956
G1971	G3377
G1971	G4282
G1971	G733
G1972	G2066
G1972	G2811
G1972	G74
G1973	G2264
G1973	G343
G1973	G3483
G1973	G3840
G1974	G2037
G1974	G2257
G1974	G2294
G1974	G2498
G1974	G3155
G1974	G4174
G1975	G2050
G1975	G2075
G1975	G2077
G1975	G2082
G1975	G2165
G1975	G2213
G1975	G2256
G1975	G2259
G1975	G23
G1975	G2329
G1975	G2390
G1975	G2402
G1975	G2416
G1975	G2452
G1975	G2476
G1975	G2591
G1975	G2643
G1975	G2704
G1975	G2771
G1975	G2798
G1975	G2844
G1975	G2853
G1975	G2902
G1975	G2975
G1975	G2986
G1975	G2993
G1975	G3091
G1975	G3136
G1975	G3280
G1975	G3283
G1975	G3300
G1975	G3318
G1975	G341
G1975	G3420
G1975	G348
G1975	G3517
G1975	G3565
G1975	G3571
G1975	G3594
G1975	G3631
G1975	G3670
G1975	G3690
G1975	G3718
G1975	G3734
G1975	G3791
G1975	G3802
G1975	G3826
G1975	G3853
G1975	G386
G1975	G3889
G1975	G3947
G1975	G4007
G1975	G4160
G1975	G4189
G1975	G420
G1975	G4234
G1975	G4301
G1975	G4406
G1975	G4423
G1975	G4473
G1975	G4475
G1975	G4480
G1975	G472
G1975	G499
G1975	G562
G1975	G598
G1975	G604
G1975	G770
G1975	G788
G1975	G804
G1975	G87
G1975	G882
G1975	G900
G1975	G960
G1975	G992
G1976	G2082
G1976	G2085
G1976	G2108
G1976	G2165
G1976	G2177
G1976	G2204
G1976	G2213
G1976	G2300
G1976	G2307
G1976	G2321
G1976	G2329
G1976	G2364
G1976	G2390
G1976	G2402
G1976	G2472
G1976	G2579
G1976	G2637
G1976	G2643
G1976	G2692
G1976	G2811
G1976	G2934
G1976	G2982
G1976	G3020
G1976	G3023
G1976	G3129
G1976	G3152
G1976	G325
G1976	G3322
G1976	G3459
G1976	G3535
G1976	G3565
G1976	G3618
G1976	G3715
G1976	G3734
G1976	G3762
G1976	G3831
G1976	G3837
G1976	G3869
G1976	G394
G1976	G4011
G1976	G407
G1976	G4176
G1976	G4189
G1976	G4219
G1976	G4234
G1976	G4235
G1976	G4254
G1976	G4295
G1976	G4301
G1976	G4344
G1976	G513
G1976	G568
G1976	G684
G1976	G804
G1976	G891
G1976	G943
G1976	G958
G1978	G1986
G1978	G202
G1978	G2200
G1978	G2329
G1978	G2344
G1978	G2432
G1978	G2508
G1978	G2582
G1978	G2586
G1978	G265
G1978	G29
G1978	G3433
G1978	G3485
G1978	G3495
G1978	G3510
G1978	G3552
G1978	G3653
G1978	G3902
G1978	G3913
G1978	G4075
G1978	G4163
G1978	G4311
G1978	G4352
G1978	G4466
G1978	G4499
G1978	G500
G1978	G784
G1978	G819
G1978	G830
G1978	G846
G1978	G920
G1978	G96
G1979	G331
G1979	G3401
G1979	G4292
G1979	G551
G1979	G744
G198	G389
G1980	G31
G1980	G3389
G1980	G3485
G1980	G3826
G1980	G475
G1980	G628
G1980	G775
G1982	G2137
G1982	G2439
G1982	G270
G1983	G1993
G1983	G2053
G1983	G2168
G1983	G2178
G1983	G2219
G1983	G2262
G1983	G2289
G1983	G2315
G1983	G2339
G1983	G2358
G1983	G2394
G1983	G2434
G1983	G2482
G1983	G2514
G1983	G2554
G1983	G2557
G1983	G2585
G1983	G2599
G1983	G2607
G1983	G2622
G1983	G2673
G1983	G2689
G1983	G2709
G1983	G2752
G1983	G2792
G1983	G2796
G1983	G2866
G1983	G2890
G1983	G2904
G1983	G2929
G1983	G2956
G1983	G2971
G1983	G2996
G1983	G302
G1983	G3054
G1983	G3092
G1983	G3150
G1983	G3162
G1983	G3165
G1983	G3167
G1983	G318
G1983	G3254
G1983	G3287
G1983	G3309
G1983	G3318
G1983	G3346
G1983	G3366
G1983	G337
G1983	G3377
G1983	G3397
G1983	G3398
G1983	G3431
G1983	G3440
G1983	G3475
G1983	G3482
G1983	G3507
G1983	G3513
G1983	G3553
G1983	G3570
G1983	G3603
G1983	G3624
G1983	G3723
G1983	G3732
G1983	G3754
G1983	G3765
G1983	G3792
G1983	G3824
G1983	G3867
G1983	G3869
G1983	G3901
G1983	G3906
G1983	G3954
G1983	G4039
G1983	G4048
G1983	G410
G1983	G4176
G1983	G4189
G1983	G4201
G1983	G4215
G1983	G4224
G1983	G4269
G1983	G4271
G1983	G4340
G1983	G4381
G1983	G4402
G1983	G4416
G1983	G4440
G1983	G4489
G1983	G4496
G1983	G4510
G1983	G453
G1983	G499
G1983	G501
G1983	G698
G1983	G749
G1983	G770
G1983	G791
G1983	G804
G1983	G806
G1983	G810
G1983	G896
G1983	G93
G1983	G997
G1984	G2085
G1984	G2177
G1984	G2240
G1984	G2259
G1984	G23
G1984	G2418
G1984	G2452
G1984	G2591
G1984	G2708
G1984	G2935
G1984	G2975
G1984	G3003
G1984	G3168
G1984	G3178
G1984	G3215
G1984	G3420
G1984	G3718
G1984	G3720
G1984	G3805
G1984	G3876
G1984	G3886
G1984	G4095
G1984	G4116
G1984	G4160
G1984	G4321
G1984	G4406
G1984	G800
G1984	G856
G1984	G87
G1984	G992
G1985	G2035
G1985	G2345
G1985	G2421
G1985	G2606
G1985	G2784
G1985	G2854
G1985	G2883
G1985	G3071
G1985	G3249
G1985	G3255
G1985	G3418
G1985	G3428
G1985	G3483
G1985	G3895
G1985	G3992
G1985	G406
G1985	G4079
G1985	G422
G1985	G4375
G1985	G4472
G1985	G479
G1985	G641
G1985	G704
G1985	G795
G1985	G824
G1985	G863
G1986	G202
G1986	G2022
G1986	G2063
G1986	G2077
G1986	G2082
G1986	G2085
G1986	G2086
G1986	G2089
G1986	G2138
G1986	G2146
G1986	G2165
G1986	G2190
G1986	G2200
G1986	G2204
G1986	G2208
G1986	G2209
G1986	G2226
G1986	G2247
G1986	G2248
G1986	G2256
G1986	G2259
G1986	G228
G1986	G2308
G1986	G2329
G1986	G2338
G1986	G2344
G1986	G2390
G1986	G2402
G1986	G2405
G1986	G2416
G1986	G2418
G1986	G2432
G1986	G2452
G1986	G2463
G1986	G2476
G1986	G2478
G1986	G2516
G1986	G2528
G1986	G2538
G1986	G2579
G1986	G2582
G1986	G2586
G1986	G2591
G1986	G2616
G1986	G2631
G1986	G2633
G1986	G2643
G1986	G2644
G1986	G265
G1986	G2653
G1986	G2662
G1986	G2675
G1986	G2683
G1986	G2726
G1986	G274
G1986	G2771
G1986	G278
G1986	G2811
G1986	G2829
G1986	G2835
G1986	G2850
G1986	G2853
G1986	G2877
G1986	G2896
G1986	G29
G1986	G2902
G1986	G2911
G1986	G2927
G1986	G2938
G1986	G2973
G1986	G2975
G1986	G298
G1986	G2982
G1986	G2993
G1986	G3009
G1986	G3020
G1986	G3059
G1986	G3102
G1986	G3103
G1986	G3111
G1986	G3152
G1986	G3178
G1986	G3193
G1986	G3197
G1986	G3206
G1986	G3211
G1986	G3246
G1986	G3247
G1986	G325
G1986	G3273
G1986	G3280
G1986	G3300
G1986	G331
G1986	G3342
G1986	G336
G1986	G3381
G1986	G3395
G1986	G3413
G1986	G3420
G1986	G3424
G1986	G3456
G1986	G3485
G1986	G3495
G1986	G3510
G1986	G3514
G1986	G3543
G1986	G3549
G1986	G3552
G1986	G3565
G1986	G3566
G1986	G3594
G1986	G3609
G1986	G3654
G1986	G3670
G1986	G3677
G1986	G3682
G1986	G3690
G1986	G3696
G1986	G3715
G1986	G3718
G1986	G3720
G1986	G3721
G1986	G3729
G1986	G3762
G1986	G3763
G1986	G3791
G1986	G3802
G1986	G3818
G1986	G3826
G1986	G3836
G1986	G384
G1986	G3853
G1986	G3861
G1986	G3869
G1986	G3889
G1986	G3901
G1986	G3909
G1986	G3911
G1986	G3945
G1986	G3947
G1986	G399
G1986	G4048
G1986	G405
G1986	G407
G1986	G4075
G1986	G4077
G1986	G4095
G1986	G4103
G1986	G412
G1986	G4154
G1986	G4160
G1986	G4163
G1986	G4172
G1986	G4176
G1986	G4189
G1986	G4195
G1986	G4223
G1986	G423
G1986	G4234
G1986	G4241
G1986	G4248
G1986	G4254
G1986	G4265
G1986	G4281
G1986	G4295
G1986	G4314
G1986	G433
G1986	G4363
G1986	G437
G1986	G4405
G1986	G4406
G1986	G4407
G1986	G4421
G1986	G4461
G1986	G4475
G1986	G4491
G1986	G4499
G1986	G451
G1986	G472
G1986	G474
G1986	G499
G1986	G500
G1986	G505
G1986	G513
G1986	G522
G1986	G55
G1986	G550
G1986	G575
G1986	G598
G1986	G628
G1986	G635
G1986	G675
G1986	G762
G1986	G775
G1986	G804
G1986	G810
G1986	G830
G1986	G845
G1986	G855
G1986	G862
G1986	G87
G1986	G882
G1986	G900
G1986	G918
G1986	G972
G1986	G979
G1986	G982
G1986	G992
G1986	G999
G1987	G1996
G1987	G2003
G1987	G2005
G1987	G2014
G1987	G2049
G1987	G2102
G1987	G2113
G1987	G2132
G1987	G2200
G1987	G2223
G1987	G2230
G1987	G2240
G1987	G231
G1987	G2319
G1987	G2320
G1987	G2346
G1987	G2350
G1987	G2389
G1987	G2405
G1987	G2415
G1987	G2419
G1987	G2425
G1987	G2428
G1987	G2432
G1987	G2459
G1987	G2539
G1987	G2569
G1987	G2577
G1987	G2593
G1987	G2640
G1987	G2653
G1987	G2672
G1987	G2675
G1987	G2702
G1987	G2753
G1987	G2815
G1987	G2816
G1987	G2823
G1987	G2840
G1987	G2843
G1987	G2888
G1987	G2892
G1987	G291
G1987	G2911
G1987	G2935
G1987	G2938
G1987	G2943
G1987	G2995
G1987	G3004
G1987	G301
G1987	G3041
G1987	G3067
G1987	G3068
G1987	G3081
G1987	G3103
G1987	G3127
G1987	G3135
G1987	G3137
G1987	G3171
G1987	G3173
G1987	G321
G1987	G3211
G1987	G3250
G1987	G3264
G1987	G3280
G1987	G3301
G1987	G3388
G1987	G3389
G1987	G3391
G1987	G3395
G1987	G3405
G1987	G3410
G1987	G3423
G1987	G3463
G1987	G3465
G1987	G3536
G1987	G3544
G1987	G3664
G1987	G3669
G1987	G3671
G1987	G3705
G1987	G3706
G1987	G3713
G1987	G372
G1987	G3722
G1987	G3724
G1987	G3729
G1987	G3763
G1987	G3782
G1987	G3784
G1987	G3812
G1987	G3855
G1987	G3858
G1987	G3893
G1987	G3897
G1987	G393
G1987	G3969
G1987	G3989
G1987	G4000
G1987	G4004
G1987	G4030
G1987	G4031
G1987	G4038
G1987	G4108
G1987	G411
G1987	G4111
G1987	G4171
G1987	G4172
G1987	G4179
G1987	G4321
G1987	G4348
G1987	G437
G1987	G4371
G1987	G4418
G1987	G4468
G1987	G4499
G1987	G455
G1987	G473
G1987	G520
G1987	G527
G1987	G563
G1987	G582
G1987	G586
G1987	G590
G1987	G617
G1987	G725
G1987	G728
G1987	G739
G1987	G753
G1987	G758
G1987	G775
G1987	G794
G1987	G80
G1987	G809
G1987	G843
G1987	G846
G1987	G906
G1987	G918
G1987	G924
G1987	G928
G1987	G933
G1987	G987
G1988	G2132
G1988	G2192
G1988	G2251
G1988	G2389
G1988	G2419
G1988	G2428
G1988	G2600
G1988	G2708
G1988	G2827
G1988	G2888
G1988	G292
G1988	G2998
G1988	G3100
G1988	G3190
G1988	G3317
G1988	G3500
G1988	G3544
G1988	G3545
G1988	G3667
G1988	G3782
G1988	G3907
G1988	G392
G1988	G3934
G1988	G4137
G1988	G4179
G1988	G4263
G1988	G561
G1988	G563
G1988	G654
G1988	G843
G1988	G924
G1988	G983
G1988	G987
G1989	G3515
G199	G2049
G199	G206
G199	G2124
G199	G2159
G199	G2162
G199	G2186
G199	G2198
G199	G2223
G199	G2240
G199	G2247
G199	G2290
G199	G2306
G199	G231
G199	G2337
G199	G2435
G199	G2503
G199	G2544
G199	G2556
G199	G2674
G199	G2684
G199	G2706
G199	G2750
G199	G276
G199	G2797
G199	G2827
G199	G287
G199	G2874
G199	G2888
G199	G2915
G199	G292
G199	G2975
G199	G2998
G199	G3016
G199	G3082
G199	G3143
G199	G3168
G199	G3392
G199	G3409
G199	G3444
G199	G348
G199	G3500
G199	G3501
G199	G3508
G199	G3521
G199	G3525
G199	G3555
G199	G3580
G199	G3632
G199	G3669
G199	G3671
G199	G3686
G199	G3694
G199	G3696
G199	G3744
G199	G3760
G199	G3859
G199	G3873
G199	G3897
G199	G3920
G199	G3928
G199	G3934
G199	G3941
G199	G401
G199	G4031
G199	G4034
G199	G4042
G199	G4088
G199	G4093
G199	G412
G199	G4156
G199	G4250
G199	G4284
G199	G429
G199	G4291
G199	G4294
G199	G4359
G199	G4412
G199	G442
G199	G4455
G199	G4461
G199	G4468
G199	G4474
G199	G4500
G199	G514
G199	G526
G199	G562
G199	G563
G199	G564
G199	G599
G199	G625
G199	G637
G199	G652
G199	G654
G199	G686
G199	G751
G199	G753
G199	G758
G199	G765
G199	G768
G199	G772
G199	G788
G199	G808
G199	G825
G199	G833
G199	G928
G199	G981
G199	G983
G199	G990
G1990	G2225
G1990	G2318
G1990	G2845
G1990	G3144
G1990	G3294
G1990	G3534
G1990	G3622
G1990	G363
G1990	G3806
G1990	G3813
G1990	G4019
G1990	G4086
G1990	G4117
G1990	G444
G1990	G4452
G1990	G4455
G1990	G601
G1990	G619
G1990	G650
G1993	G2053
G1993	G2168
G1993	G2171
G1993	G2178
G1993	G2339
G1993	G2394
G1993	G24
G1993	G2514
G1993	G2554
G1993	G2622
G1993	G2673
G1993	G2752
G1993	G2783
G1993	G2796
G1993	G2853
G1993	G2866
G1993	G2971
G1993	G2996
G1993	G3054
G1993	G3150
G1993	G3167
G1993	G3287
G1993	G3318
G1993	G3346
G1993	G337
G1993	G3398
G1993	G3431
G1993	G3440
G1993	G3475
G1993	G3680
G1993	G3723
G1993	G3732
G1993	G3754
G1993	G3792
G1993	G3824
G1993	G3954
G1993	G4039
G1993	G410
G1993	G4215
G1993	G4224
G1993	G4283
G1993	G4397
G1993	G4408
G1993	G4416
G1993	G4440
G1993	G4510
G1993	G501
G1993	G685
G1993	G698
G1993	G730
G1993	G749
G1993	G791
G1993	G806
G1993	G997
G1994	G2005
G1994	G206
G1994	G2151
G1994	G2295
G1994	G231
G1994	G2415
G1994	G2425
G1994	G2577
G1994	G2691
G1994	G2706
G1994	G3127
G1994	G3135
G1994	G3137
G1994	G3148
G1994	G3210
G1994	G3250
G1994	G3388
G1994	G3392
G1994	G3509
G1994	G3537
G1994	G3576
G1994	G3669
G1994	G372
G1994	G3857
G1994	G3897
G1994	G3923
G1994	G3928
G1994	G3989
G1994	G4004
G1994	G4031
G1994	G4267
G1994	G4321
G1994	G4333
G1994	G514
G1994	G751
G1994	G758
G1994	G778
G1994	G928
G1994	G983
G1995	G244
G1995	G2672
G1995	G3123
G1995	G4204
G1995	G4474
G1996	G200
G1996	G2005
G1996	G2028
G1996	G2029
G1996	G2040
G1996	G2049
G1996	G2055
G1996	G206
G1996	G2113
G1996	G2124
G1996	G2131
G1996	G2132
G1996	G2141
G1996	G2151
G1996	G2162
G1996	G2186
G1996	G2198
G1996	G2223
G1996	G2230
G1996	G2239
G1996	G2240
G1996	G2251
G1996	G2290
G1996	G2306
G1996	G231
G1996	G2319
G1996	G2337
G1996	G2365
G1996	G2405
G1996	G2415
G1996	G2425
G1996	G2428
G1996	G2503
G1996	G2528
G1996	G2539
G1996	G2552
G1996	G2574
G1996	G2577
G1996	G2593
G1996	G2672
G1996	G2679
G1996	G2684
G1996	G2691
G1996	G2702
G1996	G2706
G1996	G2742
G1996	G2753
G1996	G2771
G1996	G2815
G1996	G2823
G1996	G2827
G1996	G2840
G1996	G2843
G1996	G2867
G1996	G2888
G1996	G291
G1996	G292
G1996	G2935
G1996	G2943
G1996	G2992
G1996	G2995
G1996	G2998
G1996	G3003
G1996	G3004
G1996	G301
G1996	G3016
G1996	G3041
G1996	G3067
G1996	G3068
G1996	G3101
G1996	G3103
G1996	G3127
G1996	G3135
G1996	G3137
G1996	G3148
G1996	G3168
G1996	G3182
G1996	G3211
G1996	G3250
G1996	G3264
G1996	G3284
G1996	G3296
G1996	G3317
G1996	G3388
G1996	G3389
G1996	G3405
G1996	G3423
G1996	G3465
G1996	G3536
G1996	G3537
G1996	G3538
G1996	G3544
G1996	G3555
G1996	G3576
G1996	G3580
G1996	G3666
G1996	G3669
G1996	G3671
G1996	G3682
G1996	G3696
G1996	G37
G1996	G3705
G1996	G3713
G1996	G372
G1996	G3722
G1996	G3724
G1996	G3726
G1996	G3744
G1996	G3774
G1996	G3782
G1996	G3805
G1996	G3812
G1996	G3855
G1996	G3858
G1996	G3883
G1996	G3893
G1996	G3897
G1996	G392
G1996	G3923
G1996	G3928
G1996	G393
G1996	G3934
G1996	G3935
G1996	G3946
G1996	G3969
G1996	G3989
G1996	G4004
G1996	G4023
G1996	G4025
G1996	G4030
G1996	G4031
G1996	G4032
G1996	G4038
G1996	G4042
G1996	G4061
G1996	G409
G1996	G4093
G1996	G4104
G1996	G4108
G1996	G412
G1996	G4151
G1996	G4245
G1996	G4260
G1996	G4267
G1996	G4275
G1996	G4294
G1996	G4321
G1996	G4333
G1996	G4348
G1996	G4352
G1996	G4359
G1996	G4371
G1996	G439
G1996	G4418
G1996	G4433
G1996	G4461
G1996	G4468
G1996	G4469
G1996	G4499
G1996	G4500
G1996	G473
G1996	G514
G1996	G520
G1996	G527
G1996	G563
G1996	G567
G1996	G586
G1996	G590
G1996	G599
G1996	G617
G1996	G629
G1996	G739
G1996	G751
G1996	G753
G1996	G758
G1996	G768
G1996	G772
G1996	G775
G1996	G794
G1996	G809
G1996	G833
G1996	G843
G1996	G885
G1996	G894
G1996	G906
G1996	G912
G1996	G921
G1996	G928
G1996	G933
G1996	G959
G1996	G983
G1996	G987
G1997	G572
G1998	G2952
G1998	G3118
G1998	G733
G1999	G2425
G1999	G2577
G1999	G2729
G1999	G2847
G1999	G2870
G1999	G3244
G1999	G3250
G1999	G4025
G1999	G524
G1999	G586
G1999	G784
G20	G3284
G20	G676
G200	G2028
G200	G2049
G200	G2055
G200	G2216
G200	G2223
G200	G2230
G200	G2239
G200	G2240
G200	G2290
G200	G2415
G200	G2425
G200	G2539
G200	G2569
G200	G2574
G200	G2679
G200	G2790
G200	G2836
G200	G2943
G200	G2995
G200	G301
G200	G3068
G200	G3232
G200	G3264
G200	G332
G200	G3392
G200	G3405
G200	G3423
G200	G3555
G200	G3666
G200	G3671
G200	G3797
G200	G3858
G200	G3897
G200	G3923
G200	G3928
G200	G4004
G200	G4031
G200	G4034
G200	G4065
G200	G409
G200	G4108
G200	G4461
G200	G4468
G200	G496
G200	G5
G200	G514
G200	G606
G200	G617
G200	G751
G200	G752
G200	G758
G200	G794
G200	G809
G200	G822
G200	G912
G2000	G3768
G2000	G4270
G2001	G3518
G2001	G3761
G2002	G2163
G2002	G2893
G2002	G2989
G2002	G3487
G2002	G3491
G2002	G360
G2002	G3742
G2002	G3953
G2002	G4011
G2002	G4047
G2002	G4134
G2002	G4213
G2002	G719
G2003	G2282
G2003	G2640
G2003	G2670
G2003	G2775
G2003	G2815
G2003	G2823
G2003	G2992
G2003	G3004
G2003	G321
G2003	G3391
G2003	G3536
G2003	G3642
G2003	G3706
G2003	G3729
G2003	G393
G2003	G3969
G2003	G4264
G2003	G4298
G2003	G437
G2003	G438
G2003	G4501
G2003	G473
G2003	G527
G2003	G558
G2003	G590
G2004	G212
G2004	G2390
G2004	G2442
G2004	G2645
G2004	G2869
G2004	G3641
G2004	G3868
G2004	G3958
G2004	G4011
G2004	G4347
G2004	G4396
G2005	G2028
G2005	G2029
G2005	G2049
G2005	G206
G2005	G2124
G2005	G2131
G2005	G2132
G2005	G2141
G2005	G2151
G2005	G2153
G2005	G2162
G2005	G217
G2005	G2186
G2005	G2192
G2005	G2198
G2005	G2223
G2005	G2230
G2005	G2239
G2005	G2240
G2005	G2247
G2005	G2251
G2005	G2288
G2005	G2290
G2005	G2295
G2005	G2306
G2005	G231
G2005	G2335
G2005	G2338
G2005	G2389
G2005	G2405
G2005	G2415
G2005	G2418
G2005	G2419
G2005	G2425
G2005	G2428
G2005	G2454
G2005	G2503
G2005	G2517
G2005	G2528
G2005	G2539
G2005	G2552
G2005	G2574
G2005	G2577
G2005	G2587
G2005	G2593
G2005	G2600
G2005	G2616
G2005	G2672
G2005	G2675
G2005	G2684
G2005	G2686
G2005	G2691
G2005	G2702
G2005	G2706
G2005	G2716
G2005	G2733
G2005	G2742
G2005	G276
G2005	G2771
G2005	G2797
G2005	G2815
G2005	G2826
G2005	G2827
G2005	G2840
G2005	G2843
G2005	G2850
G2005	G2867
G2005	G2874
G2005	G2877
G2005	G2888
G2005	G291
G2005	G292
G2005	G2925
G2005	G2927
G2005	G2935
G2005	G2939
G2005	G2943
G2005	G2975
G2005	G2995
G2005	G2998
G2005	G3003
G2005	G3007
G2005	G301
G2005	G3016
G2005	G3041
G2005	G3067
G2005	G3068
G2005	G3081
G2005	G3100
G2005	G3101
G2005	G3103
G2005	G3123
G2005	G3127
G2005	G3135
G2005	G3137
G2005	G3143
G2005	G3148
G2005	G3168
G2005	G3178
G2005	G3182
G2005	G3211
G2005	G3217
G2005	G3250
G2005	G3257
G2005	G3264
G2005	G3284
G2005	G3296
G2005	G3301
G2005	G3317
G2005	G3340
G2005	G3347
G2005	G3381
G2005	G3388
G2005	G3389
G2005	G3392
G2005	G3395
G2005	G3405
G2005	G3420
G2005	G3465
G2005	G348
G2005	G3495
G2005	G3500
G2005	G3501
G2005	G3508
G2005	G3509
G2005	G3525
G2005	G3537
G2005	G3538
G2005	G3544
G2005	G3545
G2005	G3555
G2005	G3576
G2005	G3580
G2005	G3593
G2005	G3645
G2005	G3666
G2005	G3669
G2005	G3671
G2005	G3682
G2005	G3687
G2005	G3690
G2005	G3694
G2005	G3696
G2005	G37
G2005	G3713
G2005	G3718
G2005	G372
G2005	G3722
G2005	G3726
G2005	G3744
G2005	G3760
G2005	G3782
G2005	G3805
G2005	G3812
G2005	G3855
G2005	G3858
G2005	G3876
G2005	G3883
G2005	G3886
G2005	G3897
G2005	G392
G2005	G3920
G2005	G3923
G2005	G3928
G2005	G393
G2005	G3934
G2005	G3935
G2005	G3941
G2005	G3945
G2005	G3946
G2005	G3969
G2005	G3989
G2005	G3993
G2005	G4004
G2005	G401
G2005	G4023
G2005	G4030
G2005	G4031
G2005	G4032
G2005	G4042
G2005	G4061
G2005	G4066
G2005	G4088
G2005	G409
G2005	G4093
G2005	G4095
G2005	G4104
G2005	G4108
G2005	G4116
G2005	G412
G2005	G4129
G2005	G4137
G2005	G4151
G2005	G4179
G2005	G4226
G2005	G4238
G2005	G424
G2005	G4245
G2005	G4249
G2005	G4250
G2005	G4260
G2005	G4267
G2005	G4275
G2005	G429
G2005	G4291
G2005	G4294
G2005	G4321
G2005	G4333
G2005	G4348
G2005	G4352
G2005	G4359
G2005	G4406
G2005	G4412
G2005	G4418
G2005	G4433
G2005	G4461
G2005	G4468
G2005	G4469
G2005	G4471
G2005	G4474
G2005	G4499
G2005	G5
G2005	G514
G2005	G52
G2005	G520
G2005	G526
G2005	G527
G2005	G563
G2005	G567
G2005	G586
G2005	G599
G2005	G610
G2005	G625
G2005	G627
G2005	G629
G2005	G652
G2005	G654
G2005	G739
G2005	G750
G2005	G751
G2005	G753
G2005	G758
G2005	G768
G2005	G772
G2005	G775
G2005	G778
G2005	G788
G2005	G794
G2005	G808
G2005	G809
G2005	G825
G2005	G827
G2005	G833
G2005	G837
G2005	G843
G2005	G859
G2005	G862
G2005	G885
G2005	G894
G2005	G921
G2005	G928
G2005	G959
G2005	G983
G2005	G987
G2007	G2754
G2007	G3561
G2007	G4058
G2008	G3729
G2009	G2049
G2009	G2145
G2009	G2162
G2009	G2192
G2009	G2198
G2009	G2405
G2009	G2428
G2009	G263
G2009	G2635
G2009	G2702
G2009	G2827
G2009	G2925
G2009	G2998
G2009	G3016
G2009	G3100
G2009	G3101
G2009	G3301
G2009	G3544
G2009	G3687
G2009	G37
G2009	G3782
G2009	G3876
G2009	G392
G2009	G3934
G2009	G3993
G2009	G4031
G2009	G4038
G2009	G406
G2009	G4108
G2009	G424
G2009	G4376
G2009	G477
G2009	G520
G2009	G526
G2009	G563
G2009	G567
G2009	G590
G2009	G622
G2009	G758
G2009	G768
