gene_id,mean_expression,std_expression,min_expression,max_expression,median_expression,cells_expressed,total_cells,expression_rate
GENE_000585,8.561705497672357,1.6439575376044502,3.5245,14.803,8.3774,4511,4511,1.0
GENE_000586,8.286148193305253,1.3448654625137253,3.5768,14.892,8.1679,4511,4511,1.0
GENE_000587,8.27812753269785,1.3004035429320253,3.5176,14.814,8.158,4511,4511,1.0
GENE_000588,8.504476391044115,1.6541513808454518,3.5717,14.862,8.3302,4511,4511,1.0
GENE_000589,8.541814786078474,1.6638246573762137,3.6411,15.036,8.3542,4511,4511,1.0
GENE_000590,8.556032077144756,1.6017863513558535,3.6633,14.942,8.3833,4511,4511,1.0
GENE_000591,8.589111660385724,1.5827948039137536,3.6991,14.852,8.4334,4511,4511,1.0
GENE_000592,8.555381844380403,1.5202261181299905,3.6701,14.907,8.4288,4511,4511,1.0
GENE_000593,8.66657721126136,1.6051630510071853,3.6708,14.919,8.4959,4511,4511,1.0
GENE_000594,8.653587076036356,1.6290584089602524,3.5515,14.967,8.4812,4511,4511,1.0
GENE_000595,8.687367767679007,1.6117469572699838,3.7099,14.856,8.5334,4511,4511,1.0
GENE_000596,8.616273509199734,1.6369372213183833,3.6396,15.237,8.4885,4511,4511,1.0
GENE_000597,8.589024650853469,1.6194479651700173,3.5228,14.89,8.4692,4511,4511,1.0
GENE_000598,8.636517557082685,1.5967660690808643,3.7207,15.198,8.5038,4511,4511,1.0
GENE_000599,8.65985675016626,1.6025948677836683,3.61,14.938,8.5339,4511,4511,1.0
GENE_000600,8.664671913101309,1.635375225357862,3.6293,14.714,8.5233,4511,4511,1.0
GENE_000601,8.618145510973175,1.6352975277412047,3.6264,14.957,8.4884,4511,4511,1.0
GENE_000602,8.64383209931279,1.6360190046868888,3.6271,14.985,8.5059,4511,4511,1.0
GENE_000603,8.675621990689425,1.6273314497915985,3.7451,14.962,8.5364,4511,4511,1.0
GENE_000604,8.691124673021504,1.608168861873025,3.5628,14.973,8.5487,4511,4511,1.0
GENE_000605,8.640344114387053,1.660918296250804,3.7752,14.933,8.5006,4511,4511,1.0
GENE_000606,8.657850942141433,1.6441237122742363,3.6473,14.855,8.4952,4511,4511,1.0
GENE_000607,8.671265794724007,1.5955960266259461,3.675,14.924,8.5222,4511,4511,1.0
GENE_000608,8.6253490800266,1.6065830504061274,3.59,15.069,8.4795,4511,4511,1.0
GENE_000609,8.608244402571492,1.633869807106933,3.664,14.896,8.44,4511,4511,1.0
GENE_000610,8.597311726889824,1.6180210884700628,3.7408,14.884,8.4368,4511,4511,1.0
GENE_000611,8.719623542451785,1.5873779626050102,3.6796,14.769,8.5912,4511,4511,1.0
GENE_000612,8.70164342717801,1.6078537175027765,3.6657,14.97,8.563,4511,4511,1.0
GENE_000613,8.70386171580581,1.6162922384257101,3.6384,14.847,8.557,4511,4511,1.0
GENE_000614,8.625111926402129,1.628225661381435,3.6737,14.893,8.4553,4511,4511,1.0
GENE_000615,8.33487798714254,1.51800158397039,3.5548,14.888,8.2121,4511,4511,1.0
GENE_000616,8.23990425626247,1.328127456570116,3.5546,14.947,8.2207,4511,4511,1.0
GENE_000617,8.257436444247395,1.4173445334492858,3.5476,14.939,8.2028,4511,4511,1.0
GENE_000618,8.34564522278874,1.417493827936566,3.5224,14.698,8.1983,4511,4511,1.0
GENE_000619,8.309292152516072,1.4680455342813197,3.5339,14.772,8.1806,4511,4511,1.0
GENE_000620,8.322085280425625,1.5064948740457367,3.5185,14.894,8.2204,4511,4511,1.0
GENE_000621,8.438186034138772,1.4925752325376955,3.5044,14.489,8.2224,4511,4511,1.0
GENE_000622,8.407468188871647,1.502278414942161,3.5168,14.789,8.2356,4511,4511,1.0
GENE_000623,8.613278563511416,1.6280256473187131,3.6035,15.197,8.4414,4511,4511,1.0
GENE_000624,8.57147475060962,1.5706631785621417,3.6137,14.897,8.4447,4511,4511,1.0
GENE_000625,8.561006096209267,1.672101164019238,3.7791,14.932,8.4154,4511,4511,1.0
GENE_000626,8.568711660385723,1.4602087825255232,3.6996,14.923,8.4741,4511,4511,1.0
GENE_000627,8.64755861228109,1.6230963603893926,3.7816,14.492,8.5003,4511,4511,1.0
GENE_000628,8.644056218133452,1.5337439669934911,3.6938,14.916,8.4907,4511,4511,1.0
GENE_000629,8.567229727333183,1.5754505846502607,3.6952,14.775,8.4293,4511,4511,1.0
GENE_000630,8.562527887386388,1.5583508534435786,3.5877,14.768,8.4174,4511,4511,1.0
GENE_000631,8.544295632897361,1.6206534411882971,3.7451,14.764,8.3798,4511,4511,1.0
GENE_000632,8.561332187984926,1.5626768520733365,3.6618,14.781,8.4107,4511,4511,1.0
GENE_000633,8.559777698958102,1.6071645510108274,3.5887,14.806,8.4113,4511,4511,1.0
GENE_000634,8.612042097095987,1.5483906282674205,3.6453,14.719,8.4764,4511,4511,1.0
GENE_000635,8.557298160053202,1.51946450058852,3.7836,14.796,8.4237,4511,4511,1.0
GENE_000636,8.522011638217691,1.476664114082129,3.6091,14.775,8.3906,4511,4511,1.0
GENE_000637,8.525955397916205,1.511369460161873,3.7011,14.616,8.3538,4511,4511,1.0
GENE_000638,8.51829226335624,1.5385311031533573,3.5554,14.94,8.285,4511,4511,1.0
GENE_000639,8.507202593659942,1.5923234429509285,3.5951,14.866,8.2539,4511,4511,1.0
GENE_000640,8.531889226335624,1.5002262359233152,3.572,14.908,8.3322,4511,4511,1.0
GENE_000641,8.515350786965197,1.618228568645419,3.7408,14.675,8.2882,4511,4511,1.0
GENE_000642,8.567839525604079,1.5970172262810025,3.6461,14.834,8.3969,4511,4511,1.0
GENE_000643,8.570238129017955,1.5459043186244952,3.7355,15.281,8.4326,4511,4511,1.0
GENE_000644,8.574649146530703,1.5540203037248133,3.559,14.925,8.4071,4511,4511,1.0
GENE_000645,8.54653400576369,1.5664302079724692,3.6135,14.788,8.4071,4511,4511,1.0
GENE_000646,8.554768477056086,1.5393729928099882,3.6644,14.815,8.4112,4511,4511,1.0
GENE_000647,8.606044912436268,1.5980699958251845,3.5754,14.789,8.4344,4511,4511,1.0
GENE_000648,8.58911409886943,1.4908408433454547,3.4599,14.811,8.4767,4511,4511,1.0
GENE_000649,8.485175836843272,1.1805617648259688,3.8327,14.951,8.5355,4511,4511,1.0
GENE_000650,8.527262203502548,1.3690809670288469,3.5885,14.961,8.448,4511,4511,1.0
GENE_000651,8.39225675016626,1.2942387123510508,3.5847,14.946,8.3799,4511,4511,1.0
GENE_000652,8.628199645311462,1.562133818119186,3.6756,14.768,8.4895,4511,4511,1.0
GENE_000653,8.62920299268455,1.5520880042846337,3.5995,14.823,8.5098,4511,4511,1.0
GENE_000654,8.617143870538683,1.569485259367563,3.4887,14.81,8.4881,4511,4511,1.0
GENE_000655,8.550988095765906,1.4940923182570298,3.5229,14.862,8.3946,4511,4511,1.0
GENE_000656,8.359731921968523,1.2606982161538811,3.5599,14.785,8.3029,4511,4511,1.0
GENE_000657,8.585047306583906,1.3802511365356422,3.6394,14.81,8.5248,4511,4511,1.0
GENE_000658,8.518854067834186,1.3384844959914561,3.6163,14.803,8.4672,4511,4511,1.0
GENE_000659,8.410161028596765,1.49921184227422,3.5594,14.734,8.2424,4511,4511,1.0
GENE_000660,8.4368225005542,1.492548554800132,3.5044,14.489,8.2195,4511,4511,1.0
GENE_000661,8.291890201729109,1.3490906621030314,3.5768,14.892,8.1691,4511,4511,1.0
GENE_000662,8.422055242739969,1.5420418028931504,3.5841,14.737,8.2386,4511,4511,1.0
GENE_000663,8.51300179561073,1.5270681628398521,3.55,14.679,8.3284,4511,4511,1.0
GENE_000664,8.362767834183106,1.4924012163042244,3.5539,14.842,8.2092,4511,4511,1.0
GENE_000665,8.486003879405896,1.4966214149673347,3.6811,14.658,8.3738,4511,4511,1.0
GENE_000666,8.50700450011084,1.5054407905240033,3.5145,14.789,8.3935,4511,4511,1.0
GENE_000667,8.651177233429395,1.4449533422823455,3.6083,14.727,8.5561,4511,4511,1.0
GENE_000668,8.51999148747506,1.4909984134118655,3.626,14.813,8.4128,4511,4511,1.0
GENE_000669,8.562741919751717,1.5262234125036456,3.5872,14.759,8.4513,4511,4511,1.0
GENE_000670,8.67354830414542,1.324932491289841,3.5713,14.894,8.6152,4511,4511,1.0
GENE_000671,8.416591531811129,1.4157881638255405,3.7021,14.923,8.3403,4511,4511,1.0
GENE_000672,8.605131434271781,1.2747691510072647,3.5017,14.805,8.5648,4511,4511,1.0
GENE_000673,8.690451629350477,1.333822466905074,3.5414,14.843,8.6228,4511,4511,1.0
GENE_000674,8.249979649745066,1.4829304095275402,3.6208,14.815,8.2676,4511,4511,1.0
GENE_000675,8.659836399911327,1.2340537709019868,3.6795,14.845,8.6524,4511,4511,1.0
GENE_000676,8.685805409000222,1.5280551727124319,3.587,14.62,8.5707,4511,4511,1.0
GENE_000677,8.64242172467302,1.4774351556441507,3.6758,14.739,8.5518,4511,4511,1.0
GENE_000678,8.623824407005099,1.485929186875539,3.5499,14.684,8.5033,4511,4511,1.0
GENE_000679,8.618971425404567,1.3490934971064734,3.5985,14.903,8.5559,4511,4511,1.0
GENE_000680,8.57365123032587,1.4243618044841417,3.6262,14.862,8.4847,4511,4511,1.0
GENE_000681,8.552317690090888,1.292076764648541,3.7566,14.887,8.5292,4511,4511,1.0
GENE_000682,8.519386787851918,1.531519527467368,3.8914,14.279,8.3766,4511,4511,1.0
GENE_000683,8.47249747284416,1.535801313164926,3.7507,14.971,8.3696,4511,4511,1.0
GENE_000684,8.593512170250499,1.5831589608759258,3.6747,14.847,8.4468,4511,4511,1.0
GENE_000685,8.599046796719133,1.5173346340792204,3.7258,14.624,8.4491,4511,4511,1.0
GENE_000686,8.53481895366881,1.4822813828143488,3.6453,14.922,8.4585,4511,4511,1.0
GENE_000687,8.59303628907116,1.5360964120565226,3.6241,14.902,8.4664,4511,4511,1.0
GENE_000688,8.584276657060519,1.580119683320491,3.8662,14.634,8.4451,4511,4511,1.0
GENE_000689,8.517322411882068,1.4458726557816437,3.7523,14.829,8.468,4511,4511,1.0
GENE_000690,8.609989292839726,1.5925505207114683,3.6566,14.789,8.4858,4511,4511,1.0
GENE_000691,8.59644163156728,1.5912112985239397,3.8384,14.632,8.4249,4511,4511,1.0
GENE_000692,8.512616670361338,1.4288516161462401,3.6112,14.91,8.4736,4511,4511,1.0
GENE_000693,8.618234271780093,1.5794519216005916,3.6267,14.847,8.4954,4511,4511,1.0
GENE_000694,8.516258523608956,1.5783808065486291,3.6804,14.632,8.3631,4511,4511,1.0
GENE_000695,8.482885856794502,1.536699813730888,3.6821,14.818,8.3341,4511,4511,1.0
GENE_000696,8.436462580359123,1.5136301837145651,3.5663,14.667,8.283,4511,4511,1.0
GENE_000697,8.619582575925515,1.5471560491593,3.7407,14.872,8.4783,4511,4511,1.0
GENE_000698,8.48919771669253,1.4166215807176148,3.8542,14.886,8.4334,4511,4511,1.0
GENE_000699,8.4847102637996,1.5453195670060589,3.5469,14.695,8.3746,4511,4511,1.0
GENE_000700,8.672291819995568,1.6109080910874014,3.6992,14.842,8.543,4511,4511,1.0
GENE_000701,8.559342252272222,1.522171453583165,3.7417,14.964,8.4808,4511,4511,1.0
GENE_000702,8.545467834183109,1.5362268536387986,3.6356,14.804,8.4071,4511,4511,1.0
GENE_000703,8.57598519175349,1.4313411882565723,3.5391,14.724,8.5368,4511,4511,1.0
GENE_000704,8.549141653735314,1.5191270942382067,3.9029,14.993,8.495,4511,4511,1.0
GENE_000705,8.452790844602083,1.539936278355405,3.6486,14.735,8.3218,4511,4511,1.0
GENE_000706,8.319054223010419,1.362248874260078,3.5469,14.877,8.1702,4511,4511,1.0
GENE_000707,8.43107792063844,1.4022656455808407,3.5459,14.879,8.2593,4511,4511,1.0
GENE_000708,8.301292972733318,1.4118102574540965,3.5724,14.882,8.1516,4511,4511,1.0
GENE_000709,8.482321746841055,1.4375905703438667,3.5527,14.728,8.3287,4511,4511,1.0
GENE_000710,8.359587585901131,1.5138835298621103,3.5358,14.934,8.2324,4511,4511,1.0
GENE_000711,8.292296985147416,1.4140532638803558,3.5156,14.875,8.1642,4511,4511,1.0
GENE_000712,8.500110707160275,1.5560742096666031,3.5914,14.816,8.3408,4511,4511,1.0
GENE_000713,8.499732032808689,1.5686774466088211,3.5745,14.816,8.3225,4511,4511,1.0
GENE_000714,8.565367324318334,1.4586506101248684,3.6988,14.891,8.4329,4511,4511,1.0
GENE_000715,8.529125692751053,1.4760116685578382,3.8012,14.819,8.3754,4511,4511,1.0
GENE_000716,8.557125471070716,1.5315990657046206,3.5843,14.867,8.4277,4511,4511,1.0
GENE_000717,8.545115872312127,1.475877574715619,3.5538,14.748,8.4282,4511,4511,1.0
GENE_000718,8.568807780979826,1.5122895994888508,3.591,14.866,8.4139,4511,4511,1.0
GENE_000719,8.609581955220573,1.4808749638571685,3.7048,14.692,8.4538,4511,4511,1.0
GENE_000720,8.553150077588116,1.4878999938541542,3.8056,14.86,8.4163,4511,4511,1.0
GENE_000721,8.562589448015961,1.4774958561152154,3.7512,14.664,8.4288,4511,4511,1.0
GENE_000722,8.616353048104633,1.5017884173707396,3.6458,14.83,8.5264,4511,4511,1.0
GENE_000723,8.627184260696076,1.5238541656457048,3.5908,14.819,8.522,4511,4511,1.0
GENE_000724,8.605331811128355,1.4956930219864202,3.6078,14.773,8.5062,4511,4511,1.0
GENE_000725,8.591103657725562,1.5449067784711863,3.6502,14.766,8.4845,4511,4511,1.0
GENE_000726,8.552904278430505,1.5582029312012948,3.6711,14.705,8.4424,4511,4511,1.0
GENE_000727,8.545663600088673,1.5442009924238853,3.5888,14.796,8.4302,4511,4511,1.0
GENE_000728,8.626393659942364,1.531175457118836,3.6532,14.856,8.5105,4511,4511,1.0
GENE_000729,8.535363178896032,1.524952213774514,3.5692,14.823,8.4241,4511,4511,1.0
GENE_000730,8.597871669252937,1.5722213658463615,3.7571,14.749,8.4611,4511,4511,1.0
GENE_000731,8.583404012414098,1.563314019348105,3.6104,14.782,8.4446,4511,4511,1.0
GENE_000732,8.546146508534694,1.5550957385249256,3.639,14.79,8.4213,4511,4511,1.0
GENE_000733,8.568013699844824,1.5855987851784892,3.6552,14.728,8.424,4511,4511,1.0
GENE_000734,8.585648237641323,1.5416835230912542,3.6041,14.801,8.4422,4511,4511,1.0
GENE_000735,8.536487519397028,1.5293335445192693,3.7077,14.746,8.3987,4511,4511,1.0
GENE_000736,8.610581578364,1.5422038126799595,3.6514,14.711,8.4655,4511,4511,1.0
GENE_000737,8.596440811350032,1.4822756288220138,3.5977,14.732,8.4846,4511,4511,1.0
GENE_000738,8.584000820217247,1.550174107506861,3.7042,14.746,8.4269,4511,4511,1.0
GENE_000739,8.625397140323653,1.5565322642119694,3.6228,14.737,8.4713,4511,4511,1.0
GENE_000740,8.536424362669031,1.4464780980123373,3.769,14.752,8.4534,4511,4511,1.0
GENE_000741,8.630697738860563,1.4921235092287475,3.5945,14.637,8.554,4511,4511,1.0
GENE_000742,8.610943183329638,1.487446515290877,3.9434,14.766,8.4943,4511,4511,1.0
GENE_000743,8.55923340722678,1.422263477243114,3.6848,14.655,8.4855,4511,4511,1.0
GENE_000744,8.571788295278209,1.4686969035393496,3.8439,14.63,8.4962,4511,4511,1.0
GENE_000745,8.565901418754157,1.497946291834902,3.6594,14.511,8.4596,4511,4511,1.0
GENE_000746,8.284124495677233,1.3432597853574666,3.5768,14.892,8.168,4511,4511,1.0
GENE_000747,8.397103591221457,1.2477165713785496,3.5443,14.822,8.3648,4511,4511,1.0
GENE_000748,8.362854223010418,1.3614465359148544,3.5561,15.136,8.2289,4511,4511,1.0
GENE_000749,8.348905209487917,1.2967353673042332,3.5417,14.871,8.2587,4511,4511,1.0
GENE_000750,8.317605231655952,1.2637091300736907,3.7079,14.747,8.2336,4511,4511,1.0
GENE_000751,8.534863134559963,1.4923367621390853,3.5519,14.709,8.3956,4511,4511,1.0
GENE_000752,8.55288698736422,1.5776244036944236,3.6585,14.556,8.3954,4511,4511,1.0
GENE_000753,8.589971624916869,1.5241310899608875,3.5537,14.67,8.4471,4511,4511,1.0
GENE_000754,8.620920062070494,1.629521016537682,3.5999,14.78,8.4348,4511,4511,1.0
GENE_000755,8.612729660829084,1.5937006503357436,3.652,14.681,8.4706,4511,4511,1.0
GENE_000756,8.625492485036578,1.6344317230172551,3.6303,14.823,8.4565,4511,4511,1.0
GENE_000757,8.592372422966083,1.625047512292578,3.6161,14.817,8.4494,4511,4511,1.0
GENE_000758,8.619005830192862,1.61730429991606,3.6486,14.735,8.4601,4511,4511,1.0
GENE_000759,8.58020024384837,1.6287879675620414,3.5572,14.84,8.4206,4511,4511,1.0
GENE_000760,8.616187275548658,1.6312413054211536,3.6407,14.71,8.4655,4511,4511,1.0
GENE_000761,8.593813212148083,1.6188704264487255,3.5563,14.88,8.415,4511,4511,1.0
GENE_000762,8.612552449567724,1.5687074006880597,3.6308,14.849,8.444,4511,4511,1.0
GENE_000763,8.559243781866549,1.5351801398117824,3.7211,14.86,8.4224,4511,4511,1.0
GENE_000764,8.60211378851696,1.6596952557063809,3.5847,14.924,8.423,4511,4511,1.0
GENE_000765,8.597630636222567,1.6339071297529937,3.6908,14.842,8.4647,4511,4511,1.0
GENE_000766,8.618835890046554,1.6351041924570293,3.6266,14.94,8.467,4511,4511,1.0
GENE_000767,8.611885014409223,1.5983350278596609,3.5732,14.907,8.4908,4511,4511,1.0
GENE_000768,8.58306652626912,1.6113038750959474,3.6099,14.94,8.4706,4511,4511,1.0
GENE_000769,8.608542739968964,1.6279208988911296,3.6159,14.716,8.455,4511,4511,1.0
GENE_000770,8.593139880292618,1.5819100890391615,3.8228,14.807,8.4548,4511,4511,1.0
GENE_000771,8.612815140767015,1.6033904075887588,3.6177,14.614,8.4786,4511,4511,1.0
GENE_000772,8.585363821769008,1.5821544091362834,3.6433,14.826,8.4507,4511,4511,1.0
GENE_000773,8.585072666814453,1.5847040995206814,3.6944,14.805,8.4226,4511,4511,1.0
GENE_000774,8.56485482154733,1.6618374097891955,3.6954,14.868,8.4179,4511,4511,1.0
GENE_000775,8.605854622035025,1.6187877824960768,3.5927,14.795,8.4684,4511,4511,1.0
GENE_000776,8.59890425626247,1.6339331460633562,3.6547,14.933,8.4437,4511,4511,1.0
GENE_000777,8.54936754599867,1.4934942314685633,3.6317,14.941,8.4357,4511,4511,1.0
GENE_000778,8.541874285080914,1.3460987247885643,3.6694,14.95,8.5001,4511,4511,1.0
GENE_000779,8.563909909111063,1.6285963526157208,3.8243,14.813,8.4161,4511,4511,1.0
GENE_000780,8.573978075814676,1.6385586404262973,3.6692,14.76,8.4144,4511,4511,1.0
GENE_000781,8.635711438705387,1.6033395961294592,3.693,14.801,8.4926,4511,4511,1.0
GENE_000782,8.607920815783642,1.6163372549343034,3.6616,14.895,8.4679,4511,4511,1.0
GENE_000783,8.606835890046552,1.5825347493919768,3.675,14.922,8.4808,4511,4511,1.0
GENE_000784,8.620554333850588,1.5170680540573693,3.5864,14.616,8.4611,4511,4511,1.0
GENE_000785,8.507956838838394,1.4924251761005147,3.6124,14.814,8.3837,4511,4511,1.0
GENE_000786,8.586578896031924,1.4863043275162553,3.5788,14.853,8.4596,4511,4511,1.0
GENE_000787,8.589374927953891,1.5161652719977632,3.6429,14.811,8.4796,4511,4511,1.0
GENE_000788,8.595137286632676,1.5001627355780232,3.6263,14.557,8.4403,4511,4511,1.0
GENE_000789,8.600066459765019,1.549265060396324,3.6329,14.549,8.438,4511,4511,1.0
GENE_000790,8.583694834848147,1.575503225752619,3.6598,14.826,8.4198,4511,4511,1.0
GENE_000791,8.55501864331634,1.5688219429251904,3.6123,14.798,8.4017,4511,4511,1.0
GENE_000792,8.621109000221681,1.5278631053778522,3.6167,14.724,8.4755,4511,4511,1.0
GENE_000793,8.555725737087121,1.5116492396881132,3.5948,14.758,8.4163,4511,4511,1.0
GENE_000794,8.621228153402793,1.485405009972253,3.5198,14.841,8.4813,4511,4511,1.0
GENE_000795,8.568007936156063,1.4611621506239267,3.6434,14.864,8.452,4511,4511,1.0
GENE_000796,8.62961673686544,1.5725618419649106,3.6396,14.906,8.4858,4511,4511,1.0
GENE_000797,8.60072345377965,1.597939010709255,3.6288,14.889,8.4358,4511,4511,1.0
GENE_000798,8.582436577255597,1.5862290320438013,3.6926,14.787,8.4444,4511,4511,1.0
GENE_000799,8.604673176679228,1.551229592746795,3.5972,14.921,8.4034,4511,4511,1.0
GENE_000800,8.515216670361339,1.5660113410985599,3.765,14.908,8.281,4511,4511,1.0
GENE_000801,8.590732963866104,1.5543386321372779,3.6436,14.882,8.453,4511,4511,1.0
GENE_000802,8.524251075149634,1.620321797565439,3.6732,14.725,8.3073,4511,4511,1.0
GENE_000803,8.553318421636002,1.5939311910118716,3.5741,14.736,8.3576,4511,4511,1.0
GENE_000804,8.531708046996233,1.6213387420382341,3.6599,14.671,8.3372,4511,4511,1.0
GENE_000805,8.508074307248947,1.606685109081895,3.5878,14.728,8.3465,4511,4511,1.0
