cell_id,pseudotime,cell_type,hours,media,library
CELL_2499,7.899381582671365,Tipo_3_Final,48,GM,LIB_2499
CELL_2500,1.0470930804973337,Tipo_1_Intermediario_1,72,DM,LIB_2500
CELL_2501,3.5149354837947064,Tipo_3_Final,0,GM,LIB_2501
CELL_2502,2.8923247930051725,Tipo_3_Final,24,DM,LIB_2502
CELL_2503,1.7044215916893255,Tipo_2_Intermediario_2,48,GM,LIB_2503
CELL_2504,6.24927533039587,Tipo_3_Final,72,DM,LIB_2504
CELL_2505,0.4474737434089003,Tipo_0_Inicial,0,GM,LIB_2505
CELL_2506,0.23141485563952902,Tipo_0_Inicial,24,DM,LIB_2506
CELL_2507,3.847776381785572,Tipo_3_Final,48,GM,LIB_2507
CELL_2508,1.156602923894953,Tipo_1_Intermediario_1,72,DM,LIB_2508
CELL_2509,3.7542276220651862,Tipo_3_Final,0,GM,LIB_2509
CELL_2510,4.471539678574234,Tipo_3_Final,24,DM,LIB_2510
CELL_2511,0.1289865773751668,Tipo_0_Inicial,48,GM,LIB_2511
CELL_2512,4.299123176140646,Tipo_3_Final,72,DM,LIB_2512
CELL_2513,1.1895707973368495,Tipo_1_Intermediario_1,0,GM,LIB_2513
CELL_2514,1.4284658164922115,Tipo_2_Intermediario_2,24,DM,LIB_2514
CELL_2515,1.9701699841706042,Tipo_2_Intermediario_2,48,GM,LIB_2515
CELL_2516,5.217747919129551,Tipo_3_Final,72,DM,LIB_2516
CELL_2517,0.038602338731171686,Tipo_0_Inicial,0,GM,LIB_2517
CELL_2518,1.2957491278756466,Tipo_1_Intermediario_1,24,DM,LIB_2518
CELL_2519,2.327723196267317,Tipo_2_Intermediario_2,48,GM,LIB_2519
CELL_2520,2.565360835090209,Tipo_2_Intermediario_2,72,DM,LIB_2520
CELL_2521,2.358771331422216,Tipo_2_Intermediario_2,0,GM,LIB_2521
CELL_2522,0.28874591119061865,Tipo_0_Inicial,24,DM,LIB_2522
CELL_2523,0.7116237426195481,Tipo_1_Intermediario_1,48,GM,LIB_2523
CELL_2524,0.8885642448186694,Tipo_1_Intermediario_1,72,DM,LIB_2524
CELL_2525,3.263747525573043,Tipo_3_Final,0,GM,LIB_2525
CELL_2526,0.653566298353264,Tipo_1_Intermediario_1,24,DM,LIB_2526
CELL_2527,0.4732301824724971,Tipo_0_Inicial,48,GM,LIB_2527
CELL_2528,6.314057737900017,Tipo_3_Final,72,DM,LIB_2528
CELL_2529,0.017805595344570473,Tipo_0_Inicial,0,GM,LIB_2529
CELL_2530,12.257645987808173,Tipo_3_Final,24,DM,LIB_2530
CELL_2531,2.2590997088735065,Tipo_2_Intermediario_2,48,GM,LIB_2531
CELL_2532,3.52598603287674,Tipo_3_Final,72,DM,LIB_2532
CELL_2533,0.6980355170098412,Tipo_1_Intermediario_1,0,GM,LIB_2533
CELL_2534,0.028837459476023043,Tipo_0_Inicial,24,DM,LIB_2534
CELL_2535,2.677825756869401,Tipo_2_Intermediario_2,48,GM,LIB_2535
CELL_2536,3.5932778729868016,Tipo_3_Final,72,DM,LIB_2536
CELL_2537,2.697813207096188,Tipo_2_Intermediario_2,0,GM,LIB_2537
CELL_2538,0.3082853634204434,Tipo_0_Inicial,24,DM,LIB_2538
CELL_2539,2.800201847208508,Tipo_3_Final,48,GM,LIB_2539
CELL_2540,2.930006695456033,Tipo_3_Final,72,DM,LIB_2540
CELL_2541,2.149052494663762,Tipo_2_Intermediario_2,0,GM,LIB_2541
CELL_2542,2.9058594513848264,Tipo_3_Final,24,DM,LIB_2542
CELL_2543,3.74058534935761,Tipo_3_Final,48,GM,LIB_2543
CELL_2544,1.9017856486258609,Tipo_2_Intermediario_2,72,DM,LIB_2544
CELL_2545,0.18555714478983149,Tipo_0_Inicial,0,GM,LIB_2545
CELL_2546,1.3374079675752444,Tipo_1_Intermediario_1,24,DM,LIB_2546
CELL_2547,0.16165959314865067,Tipo_0_Inicial,48,GM,LIB_2547
CELL_2548,1.0469540696506705,Tipo_1_Intermediario_1,72,DM,LIB_2548
CELL_2549,1.0454809461012622,Tipo_1_Intermediario_1,0,GM,LIB_2549
CELL_2550,0.13657876114710152,Tipo_0_Inicial,24,DM,LIB_2550
CELL_2551,0.8579399945987614,Tipo_1_Intermediario_1,48,GM,LIB_2551
CELL_2552,0.23531180975614502,Tipo_0_Inicial,72,DM,LIB_2552
CELL_2553,3.3029714201509606,Tipo_3_Final,0,GM,LIB_2553
CELL_2554,5.901059970123997,Tipo_3_Final,24,DM,LIB_2554
CELL_2555,0.15012926746491154,Tipo_0_Inicial,48,GM,LIB_2555
CELL_2556,6.2073124681373715,Tipo_3_Final,72,DM,LIB_2556
CELL_2557,1.4787030987775223,Tipo_2_Intermediario_2,0,GM,LIB_2557
CELL_2558,0.7121093525572041,Tipo_1_Intermediario_1,24,DM,LIB_2558
CELL_2559,0.15995324947914416,Tipo_0_Inicial,48,GM,LIB_2559
CELL_2560,1.3887929935427872,Tipo_2_Intermediario_2,72,DM,LIB_2560
CELL_2561,3.1647697803952357,Tipo_3_Final,0,GM,LIB_2561
CELL_2562,2.4557557155672995,Tipo_2_Intermediario_2,24,DM,LIB_2562
CELL_2563,0.10306245899209292,Tipo_0_Inicial,48,GM,LIB_2563
CELL_2564,0.15139164811650496,Tipo_0_Inicial,72,DM,LIB_2564
CELL_2565,1.0312518624321754,Tipo_1_Intermediario_1,0,GM,LIB_2565
CELL_2566,0.699939218760098,Tipo_1_Intermediario_1,24,DM,LIB_2566
CELL_2567,0.528932183465119,Tipo_0_Inicial,48,GM,LIB_2567
CELL_2568,0.6598003569110232,Tipo_1_Intermediario_1,72,DM,LIB_2568
CELL_2569,3.254010062313432,Tipo_3_Final,0,GM,LIB_2569
CELL_2570,5.296585189086856,Tipo_3_Final,24,DM,LIB_2570
CELL_2571,1.0387329683550672,Tipo_1_Intermediario_1,48,GM,LIB_2571
CELL_2572,4.7312841364857805,Tipo_3_Final,72,DM,LIB_2572
CELL_2573,0.7757289281144991,Tipo_1_Intermediario_1,0,GM,LIB_2573
CELL_2574,1.2941957719790484,Tipo_1_Intermediario_1,24,DM,LIB_2574
CELL_2575,0.5124417419455772,Tipo_0_Inicial,48,GM,LIB_2575
CELL_2576,2.0459489239430892,Tipo_2_Intermediario_2,72,DM,LIB_2576
CELL_2577,7.7246679359526444,Tipo_3_Final,0,GM,LIB_2577
CELL_2578,1.850123651620192,Tipo_2_Intermediario_2,24,DM,LIB_2578
CELL_2579,0.8857548572133683,Tipo_1_Intermediario_1,48,GM,LIB_2579
CELL_2580,2.0872112369509677,Tipo_2_Intermediario_2,72,DM,LIB_2580
CELL_2581,0.26231568850462134,Tipo_0_Inicial,0,GM,LIB_2581
CELL_2582,4.390316871332613,Tipo_3_Final,24,DM,LIB_2582
CELL_2583,1.3986683644064692,Tipo_2_Intermediario_2,48,GM,LIB_2583
CELL_2584,1.1933108238122037,Tipo_1_Intermediario_1,72,DM,LIB_2584
CELL_2585,1.7631255210799208,Tipo_2_Intermediario_2,0,GM,LIB_2585
CELL_2586,1.960506106303654,Tipo_2_Intermediario_2,24,DM,LIB_2586
CELL_2587,0.14896397451132995,Tipo_0_Inicial,48,GM,LIB_2587
CELL_2588,2.29529345904876,Tipo_2_Intermediario_2,72,DM,LIB_2588
CELL_2589,0.5539635317830209,Tipo_0_Inicial,0,GM,LIB_2589
CELL_2590,2.503195722539067,Tipo_2_Intermediario_2,24,DM,LIB_2590
CELL_2591,3.457961427963438,Tipo_3_Final,48,GM,LIB_2591
CELL_2592,3.2588578919909588,Tipo_3_Final,72,DM,LIB_2592
CELL_2593,1.608161806149805,Tipo_2_Intermediario_2,0,GM,LIB_2593
CELL_2594,1.4686463600932604,Tipo_2_Intermediario_2,24,DM,LIB_2594
CELL_2595,0.3083452699285018,Tipo_0_Inicial,48,GM,LIB_2595
CELL_2596,2.9863890152748565,Tipo_3_Final,72,DM,LIB_2596
CELL_2597,0.633286538217213,Tipo_1_Intermediario_1,0,GM,LIB_2597
CELL_2598,1.3731195417994453,Tipo_1_Intermediario_1,24,DM,LIB_2598
CELL_2599,0.6689159933274842,Tipo_1_Intermediario_1,48,GM,LIB_2599
CELL_2600,0.28734438981459237,Tipo_0_Inicial,72,DM,LIB_2600
CELL_2601,1.9861151469518448,Tipo_2_Intermediario_2,0,GM,LIB_2601
CELL_2602,0.11172751945183274,Tipo_0_Inicial,24,DM,LIB_2602
CELL_2603,2.761779855836161,Tipo_3_Final,48,GM,LIB_2603
CELL_2604,0.7642398651077931,Tipo_1_Intermediario_1,72,DM,LIB_2604
CELL_2605,0.0002694041528053474,Tipo_0_Inicial,0,GM,LIB_2605
CELL_2606,1.4313138256088904,Tipo_2_Intermediario_2,24,DM,LIB_2606
CELL_2607,0.09596998472250436,Tipo_0_Inicial,48,GM,LIB_2607
CELL_2608,0.6463962198195594,Tipo_1_Intermediario_1,72,DM,LIB_2608
CELL_2609,2.4550048511866462,Tipo_2_Intermediario_2,0,GM,LIB_2609
CELL_2610,0.12948160931765357,Tipo_0_Inicial,24,DM,LIB_2610
CELL_2611,3.6569111284295728,Tipo_3_Final,48,GM,LIB_2611
CELL_2612,0.007654474392792114,Tipo_0_Inicial,72,DM,LIB_2612
CELL_2613,0.566912346182991,Tipo_1_Intermediario_1,0,GM,LIB_2613
CELL_2614,2.7011136926222084,Tipo_2_Intermediario_2,24,DM,LIB_2614
CELL_2615,0.7603847902394995,Tipo_1_Intermediario_1,48,GM,LIB_2615
CELL_2616,0.21493076548758702,Tipo_0_Inicial,72,DM,LIB_2616
CELL_2617,0.893305335129616,Tipo_1_Intermediario_1,0,GM,LIB_2617
CELL_2618,0.6304992769775121,Tipo_1_Intermediario_1,24,DM,LIB_2618
CELL_2619,3.6993522742740583,Tipo_3_Final,48,GM,LIB_2619
CELL_2620,0.7518550905876795,Tipo_1_Intermediario_1,72,DM,LIB_2620
CELL_2621,3.1111543154627013,Tipo_3_Final,0,GM,LIB_2621
CELL_2622,4.448881815408057,Tipo_3_Final,24,DM,LIB_2622
CELL_2623,1.1376773450865927,Tipo_1_Intermediario_1,48,GM,LIB_2623
CELL_2624,4.814628146322393,Tipo_3_Final,72,DM,LIB_2624
CELL_2625,0.9474388211190321,Tipo_1_Intermediario_1,0,GM,LIB_2625
CELL_2626,6.652833904337432,Tipo_3_Final,24,DM,LIB_2626
CELL_2627,0.18706048362472302,Tipo_0_Inicial,48,GM,LIB_2627
CELL_2628,2.3232272893199766,Tipo_2_Intermediario_2,72,DM,LIB_2628
CELL_2629,1.3617023364623064,Tipo_1_Intermediario_1,0,GM,LIB_2629
CELL_2630,0.9808986275250262,Tipo_1_Intermediario_1,24,DM,LIB_2630
CELL_2631,2.0032173348106554,Tipo_2_Intermediario_2,48,GM,LIB_2631
CELL_2632,2.4338262852702486,Tipo_2_Intermediario_2,72,DM,LIB_2632
CELL_2633,0.008745632983492825,Tipo_0_Inicial,0,GM,LIB_2633
CELL_2634,0.365330644742418,Tipo_0_Inicial,24,DM,LIB_2634
CELL_2635,2.4968670625373326,Tipo_2_Intermediario_2,48,GM,LIB_2635
CELL_2636,2.1955377703349446,Tipo_2_Intermediario_2,72,DM,LIB_2636
CELL_2637,6.765585882081083,Tipo_3_Final,0,GM,LIB_2637
CELL_2638,2.862899715513481,Tipo_3_Final,24,DM,LIB_2638
CELL_2639,6.022614176753758,Tipo_3_Final,48,GM,LIB_2639
CELL_2640,2.4249544057541748,Tipo_2_Intermediario_2,72,DM,LIB_2640
CELL_2641,0.7077924980065297,Tipo_1_Intermediario_1,0,GM,LIB_2641
CELL_2642,0.2226787564240718,Tipo_0_Inicial,24,DM,LIB_2642
CELL_2643,3.0449051522289614,Tipo_3_Final,48,GM,LIB_2643
CELL_2644,2.06648759490405,Tipo_2_Intermediario_2,72,DM,LIB_2644
CELL_2645,0.09877130890308398,Tipo_0_Inicial,0,GM,LIB_2645
CELL_2646,0.8927319174155142,Tipo_1_Intermediario_1,24,DM,LIB_2646
CELL_2647,6.283821025088229,Tipo_3_Final,48,GM,LIB_2647
CELL_2648,1.3878995879767009,Tipo_2_Intermediario_2,72,DM,LIB_2648
CELL_2649,1.133836750145098,Tipo_1_Intermediario_1,0,GM,LIB_2649
CELL_2650,1.2238703940999978,Tipo_1_Intermediario_1,24,DM,LIB_2650
CELL_2651,0.4686181185051916,Tipo_0_Inicial,48,GM,LIB_2651
CELL_2652,0.9199709051183403,Tipo_1_Intermediario_1,72,DM,LIB_2652
CELL_2653,0.9234781689040747,Tipo_1_Intermediario_1,0,GM,LIB_2653
CELL_2654,0.10755068147219563,Tipo_0_Inicial,24,DM,LIB_2654
CELL_2655,2.9183119432260995,Tipo_3_Final,48,GM,LIB_2655
CELL_2656,1.0774368453275396,Tipo_1_Intermediario_1,72,DM,LIB_2656
CELL_2657,3.453965679565796,Tipo_3_Final,0,GM,LIB_2657
CELL_2658,3.7988853754777145,Tipo_3_Final,24,DM,LIB_2658
CELL_2659,0.47649928870812497,Tipo_0_Inicial,48,GM,LIB_2659
CELL_2660,2.142111846942619,Tipo_2_Intermediario_2,72,DM,LIB_2660
CELL_2661,1.2783857155214864,Tipo_1_Intermediario_1,0,GM,LIB_2661
CELL_2662,4.24314107860472,Tipo_3_Final,24,DM,LIB_2662
CELL_2663,0.48603109393259447,Tipo_0_Inicial,48,GM,LIB_2663
CELL_2664,2.2652475567668895,Tipo_2_Intermediario_2,72,DM,LIB_2664
CELL_2665,1.8717225956861803,Tipo_2_Intermediario_2,0,GM,LIB_2665
CELL_2666,0.699970390780318,Tipo_1_Intermediario_1,24,DM,LIB_2666
CELL_2667,0.2937564849613751,Tipo_0_Inicial,48,GM,LIB_2667
CELL_2668,2.1090363271708568,Tipo_2_Intermediario_2,72,DM,LIB_2668
CELL_2669,2.683387507570942,Tipo_2_Intermediario_2,0,GM,LIB_2669
CELL_2670,0.7585053813203535,Tipo_1_Intermediario_1,24,DM,LIB_2670
CELL_2671,2.0703321253609963,Tipo_2_Intermediario_2,48,GM,LIB_2671
CELL_2672,1.005486441162735,Tipo_1_Intermediario_1,72,DM,LIB_2672
CELL_2673,2.497988341665501,Tipo_2_Intermediario_2,0,GM,LIB_2673
CELL_2674,0.444326251412142,Tipo_0_Inicial,24,DM,LIB_2674
CELL_2675,4.418462790545983,Tipo_3_Final,48,GM,LIB_2675
CELL_2676,0.6776969854692375,Tipo_1_Intermediario_1,72,DM,LIB_2676
CELL_2677,0.9170546303766779,Tipo_1_Intermediario_1,0,GM,LIB_2677
CELL_2678,0.11969524568741217,Tipo_0_Inicial,24,DM,LIB_2678
CELL_2679,0.23646875271342271,Tipo_0_Inicial,48,GM,LIB_2679
CELL_2680,1.4507701759768121,Tipo_2_Intermediario_2,72,DM,LIB_2680
CELL_2681,0.6228369344514492,Tipo_1_Intermediario_1,0,GM,LIB_2681
CELL_2682,3.6094490154940124,Tipo_3_Final,24,DM,LIB_2682
CELL_2683,0.029604811388883413,Tipo_0_Inicial,48,GM,LIB_2683
CELL_2684,0.9531513113094143,Tipo_1_Intermediario_1,72,DM,LIB_2684
CELL_2685,0.823003222683286,Tipo_1_Intermediario_1,0,GM,LIB_2685
CELL_2686,0.03903370333975423,Tipo_0_Inicial,24,DM,LIB_2686
CELL_2687,0.2656196466091774,Tipo_0_Inicial,48,GM,LIB_2687
CELL_2688,1.067651810951491,Tipo_1_Intermediario_1,72,DM,LIB_2688
CELL_2689,1.357954438467984,Tipo_1_Intermediario_1,0,GM,LIB_2689
CELL_2690,1.0360017664794439,Tipo_1_Intermediario_1,24,DM,LIB_2690
CELL_2691,1.5140392750266451,Tipo_2_Intermediario_2,48,GM,LIB_2691
CELL_2692,1.8083867759270336,Tipo_2_Intermediario_2,72,DM,LIB_2692
CELL_2693,0.019946780916305435,Tipo_0_Inicial,0,GM,LIB_2693
CELL_2694,1.2475973399332378,Tipo_1_Intermediario_1,24,DM,LIB_2694
CELL_2695,6.620844442019276,Tipo_3_Final,48,GM,LIB_2695
CELL_2696,1.4639102431696511,Tipo_2_Intermediario_2,72,DM,LIB_2696
CELL_2697,2.263566426447793,Tipo_2_Intermediario_2,0,GM,LIB_2697
CELL_2698,0.7475371593797607,Tipo_1_Intermediario_1,24,DM,LIB_2698
CELL_2699,2.974364261341995,Tipo_3_Final,48,GM,LIB_2699
CELL_2700,2.96491885297936,Tipo_3_Final,72,DM,LIB_2700
CELL_2701,1.4733458524055132,Tipo_2_Intermediario_2,0,GM,LIB_2701
CELL_2702,7.460555169071689,Tipo_3_Final,24,DM,LIB_2702
CELL_2703,0.2683208145687498,Tipo_0_Inicial,48,GM,LIB_2703
CELL_2704,0.0341858401169344,Tipo_0_Inicial,72,DM,LIB_2704
CELL_2705,2.9407281679195654,Tipo_3_Final,0,GM,LIB_2705
CELL_2706,3.2917426161318923,Tipo_3_Final,24,DM,LIB_2706
CELL_2707,0.2561377737569413,Tipo_0_Inicial,48,GM,LIB_2707
CELL_2708,0.6173561286960697,Tipo_1_Intermediario_1,72,DM,LIB_2708
CELL_2709,0.035416465412930004,Tipo_0_Inicial,0,GM,LIB_2709
CELL_2710,0.6943224317033132,Tipo_1_Intermediario_1,24,DM,LIB_2710
CELL_2711,2.966860904256224,Tipo_3_Final,48,GM,LIB_2711
CELL_2712,1.45945855114414,Tipo_2_Intermediario_2,72,DM,LIB_2712
CELL_2713,0.8557146861866832,Tipo_1_Intermediario_1,0,GM,LIB_2713
CELL_2714,0.9296001263187308,Tipo_1_Intermediario_1,24,DM,LIB_2714
CELL_2715,0.0027090853886956295,Tipo_0_Inicial,48,GM,LIB_2715
CELL_2716,0.7127800478224141,Tipo_1_Intermediario_1,72,DM,LIB_2716
CELL_2717,2.079510173121035,Tipo_2_Intermediario_2,0,GM,LIB_2717
CELL_2718,7.314330908570359,Tipo_3_Final,24,DM,LIB_2718
CELL_2719,3.7554299972493825,Tipo_3_Final,48,GM,LIB_2719
CELL_2720,0.047755566831033,Tipo_0_Inicial,72,DM,LIB_2720
CELL_2721,4.576587498444518,Tipo_3_Final,0,GM,LIB_2721
CELL_2722,3.057545381420305,Tipo_3_Final,24,DM,LIB_2722
CELL_2723,3.031677696697999,Tipo_3_Final,48,GM,LIB_2723
CELL_2724,1.224962905712892,Tipo_1_Intermediario_1,72,DM,LIB_2724
CELL_2725,1.0150132519903914,Tipo_1_Intermediario_1,0,GM,LIB_2725
CELL_2726,0.7216979399646261,Tipo_1_Intermediario_1,24,DM,LIB_2726
CELL_2727,0.13590438126854174,Tipo_0_Inicial,48,GM,LIB_2727
CELL_2728,0.518151300866055,Tipo_0_Inicial,72,DM,LIB_2728
CELL_2729,0.5663276170018666,Tipo_1_Intermediario_1,0,GM,LIB_2729
CELL_2730,1.323595769118734,Tipo_1_Intermediario_1,24,DM,LIB_2730
CELL_2731,2.7522477652134314,Tipo_3_Final,48,GM,LIB_2731
CELL_2732,1.2841851772313098,Tipo_1_Intermediario_1,72,DM,LIB_2732
CELL_2733,0.11916978012496816,Tipo_0_Inicial,0,GM,LIB_2733
CELL_2734,6.330186808793513,Tipo_3_Final,24,DM,LIB_2734
CELL_2735,5.719758324704087,Tipo_3_Final,48,GM,LIB_2735
CELL_2736,3.0759984714558355,Tipo_3_Final,72,DM,LIB_2736
CELL_2737,9.495288966719887,Tipo_3_Final,0,GM,LIB_2737
CELL_2738,1.5726415532925795,Tipo_2_Intermediario_2,24,DM,LIB_2738
CELL_2739,6.5811921595658,Tipo_3_Final,48,GM,LIB_2739
CELL_2740,0.15723170689833965,Tipo_0_Inicial,72,DM,LIB_2740
CELL_2741,0.9104057992925537,Tipo_1_Intermediario_1,0,GM,LIB_2741
CELL_2742,0.5107686587971821,Tipo_0_Inicial,24,DM,LIB_2742
CELL_2743,0.4358968491046164,Tipo_0_Inicial,48,GM,LIB_2743
CELL_2744,0.30351397474217,Tipo_0_Inicial,72,DM,LIB_2744
CELL_2745,1.9479119447839621,Tipo_2_Intermediario_2,0,GM,LIB_2745
CELL_2746,3.0403085822463196,Tipo_3_Final,24,DM,LIB_2746
CELL_2747,1.7269146453916535,Tipo_2_Intermediario_2,48,GM,LIB_2747
CELL_2748,0.3179040313356503,Tipo_0_Inicial,72,DM,LIB_2748
CELL_2749,3.3333266916293085,Tipo_3_Final,0,GM,LIB_2749
CELL_2750,2.020953976434794,Tipo_2_Intermediario_2,24,DM,LIB_2750
CELL_2751,0.9825875895555617,Tipo_1_Intermediario_1,48,GM,LIB_2751
CELL_2752,2.242515314134136,Tipo_2_Intermediario_2,72,DM,LIB_2752
CELL_2753,0.6019533891974342,Tipo_1_Intermediario_1,0,GM,LIB_2753
CELL_2754,0.8468270689879257,Tipo_1_Intermediario_1,24,DM,LIB_2754
CELL_2755,4.989570803925409,Tipo_3_Final,48,GM,LIB_2755
CELL_2756,0.686402265780928,Tipo_1_Intermediario_1,72,DM,LIB_2756
CELL_2757,1.2697122742597884,Tipo_1_Intermediario_1,0,GM,LIB_2757
CELL_2758,4.417117608523501,Tipo_3_Final,24,DM,LIB_2758
CELL_2759,2.4600953036874644,Tipo_2_Intermediario_2,48,GM,LIB_2759
CELL_2760,0.1284440249481455,Tipo_0_Inicial,72,DM,LIB_2760
CELL_2761,0.31870212680931154,Tipo_0_Inicial,0,GM,LIB_2761
CELL_2762,0.01574499544794723,Tipo_0_Inicial,24,DM,LIB_2762
CELL_2763,1.993493413602983,Tipo_2_Intermediario_2,48,GM,LIB_2763
CELL_2764,1.1872315740204675,Tipo_1_Intermediario_1,72,DM,LIB_2764
CELL_2765,0.288375601180207,Tipo_0_Inicial,0,GM,LIB_2765
CELL_2766,6.337036686630444,Tipo_3_Final,24,DM,LIB_2766
CELL_2767,1.5085977092569254,Tipo_2_Intermediario_2,48,GM,LIB_2767
CELL_2768,0.5538622606184095,Tipo_0_Inicial,72,DM,LIB_2768
CELL_2769,1.3887101041050312,Tipo_2_Intermediario_2,0,GM,LIB_2769
CELL_2770,2.2764970525465125,Tipo_2_Intermediario_2,24,DM,LIB_2770
CELL_2771,0.15860426954010162,Tipo_0_Inicial,48,GM,LIB_2771
CELL_2772,0.6423503531701857,Tipo_1_Intermediario_1,72,DM,LIB_2772
CELL_2773,3.289772604701704,Tipo_3_Final,0,GM,LIB_2773
CELL_2774,1.2311314431146945,Tipo_1_Intermediario_1,24,DM,LIB_2774
CELL_2775,1.581860255211607,Tipo_2_Intermediario_2,48,GM,LIB_2775
CELL_2776,1.1341430336046225,Tipo_1_Intermediario_1,72,DM,LIB_2776
CELL_2777,0.08978541780031406,Tipo_0_Inicial,0,GM,LIB_2777
CELL_2778,0.3624437948503873,Tipo_0_Inicial,24,DM,LIB_2778
CELL_2779,1.1795271348445522,Tipo_1_Intermediario_1,48,GM,LIB_2779
CELL_2780,0.469383616498048,Tipo_0_Inicial,72,DM,LIB_2780
CELL_2781,0.10254243907225369,Tipo_0_Inicial,0,GM,LIB_2781
CELL_2782,3.7113120927748615,Tipo_3_Final,24,DM,LIB_2782
CELL_2783,7.947002206390479,Tipo_3_Final,48,GM,LIB_2783
CELL_2784,3.151453873135485,Tipo_3_Final,72,DM,LIB_2784
CELL_2785,3.8453532045389562,Tipo_3_Final,0,GM,LIB_2785
CELL_2786,0.5540834454184227,Tipo_0_Inicial,24,DM,LIB_2786
CELL_2787,6.469348709717576,Tipo_3_Final,48,GM,LIB_2787
CELL_2788,0.43861609368275645,Tipo_0_Inicial,72,DM,LIB_2788
CELL_2789,6.049490636404103,Tipo_3_Final,0,GM,LIB_2789
CELL_2790,10.52562786397859,Tipo_3_Final,24,DM,LIB_2790
CELL_2791,2.487665563369364,Tipo_2_Intermediario_2,48,GM,LIB_2791
CELL_2792,7.941819778852892,Tipo_3_Final,72,DM,LIB_2792
CELL_2793,1.6858007251188125,Tipo_2_Intermediario_2,0,GM,LIB_2793
CELL_2794,0.600972144984639,Tipo_1_Intermediario_1,24,DM,LIB_2794
CELL_2795,1.1489366859856192,Tipo_1_Intermediario_1,48,GM,LIB_2795
CELL_2796,1.8006425275232356,Tipo_2_Intermediario_2,72,DM,LIB_2796
CELL_2797,0.15177940442768775,Tipo_0_Inicial,0,GM,LIB_2797
CELL_2798,1.947539206789902,Tipo_2_Intermediario_2,24,DM,LIB_2798
CELL_2799,7.9454404157507765,Tipo_3_Final,48,GM,LIB_2799
CELL_2800,0.4217078822306674,Tipo_0_Inicial,72,DM,LIB_2800
CELL_2801,3.14616487231249,Tipo_3_Final,0,GM,LIB_2801
CELL_2802,4.769734477902515,Tipo_3_Final,24,DM,LIB_2802
CELL_2803,5.754178071784992,Tipo_3_Final,48,GM,LIB_2803
CELL_2804,6.444543388896397,Tipo_3_Final,72,DM,LIB_2804
CELL_2805,1.4740294441139088,Tipo_2_Intermediario_2,0,GM,LIB_2805
CELL_2806,7.571477569718712,Tipo_3_Final,24,DM,LIB_2806
CELL_2807,2.831942447448347,Tipo_3_Final,48,GM,LIB_2807
CELL_2808,0.35269034896171253,Tipo_0_Inicial,72,DM,LIB_2808
CELL_2809,1.2959656642766406,Tipo_1_Intermediario_1,0,GM,LIB_2809
CELL_2810,2.5340465578425038,Tipo_2_Intermediario_2,24,DM,LIB_2810
CELL_2811,0.5682841999595918,Tipo_1_Intermediario_1,48,GM,LIB_2811
CELL_2812,2.0467231049227057,Tipo_2_Intermediario_2,72,DM,LIB_2812
CELL_2813,2.1968274910379257,Tipo_2_Intermediario_2,0,GM,LIB_2813
CELL_2814,0.3551450875970192,Tipo_0_Inicial,24,DM,LIB_2814
CELL_2815,1.6652107754173158,Tipo_2_Intermediario_2,48,GM,LIB_2815
CELL_2816,2.953549264082792,Tipo_3_Final,72,DM,LIB_2816
CELL_2817,1.381881890319872,Tipo_1_Intermediario_1,0,GM,LIB_2817
CELL_2818,0.024353911775400666,Tipo_0_Inicial,24,DM,LIB_2818
CELL_2819,0.01815912770180857,Tipo_0_Inicial,48,GM,LIB_2819
CELL_2820,0.8833123836402135,Tipo_1_Intermediario_1,72,DM,LIB_2820
CELL_2821,5.212632354104803,Tipo_3_Final,0,GM,LIB_2821
CELL_2822,0.5192955419278339,Tipo_0_Inicial,24,DM,LIB_2822
CELL_2823,2.01223225011044,Tipo_2_Intermediario_2,48,GM,LIB_2823
CELL_2824,0.5022525594610194,Tipo_0_Inicial,72,DM,LIB_2824
CELL_2825,0.7762427370931114,Tipo_1_Intermediario_1,0,GM,LIB_2825
CELL_2826,3.7683034035082508,Tipo_3_Final,24,DM,LIB_2826
CELL_2827,2.6102506112527943,Tipo_2_Intermediario_2,48,GM,LIB_2827
CELL_2828,0.20052324607333796,Tipo_0_Inicial,72,DM,LIB_2828
CELL_2829,1.1196887015603572,Tipo_1_Intermediario_1,0,GM,LIB_2829
CELL_2830,0.059207319604504274,Tipo_0_Inicial,24,DM,LIB_2830
CELL_2831,1.3112795092716114,Tipo_1_Intermediario_1,48,GM,LIB_2831
CELL_2832,2.171988533791091,Tipo_2_Intermediario_2,72,DM,LIB_2832
CELL_2833,0.25226650687391683,Tipo_0_Inicial,0,GM,LIB_2833
CELL_2834,0.6818420646540689,Tipo_1_Intermediario_1,24,DM,LIB_2834
CELL_2835,1.0144529685657007,Tipo_1_Intermediario_1,48,GM,LIB_2835
CELL_2836,5.03976713659422,Tipo_3_Final,72,DM,LIB_2836
CELL_2837,9.997912151804702,Tipo_3_Final,0,GM,LIB_2837
CELL_2838,0.09190212436336548,Tipo_0_Inicial,24,DM,LIB_2838
CELL_2839,2.862649760601149,Tipo_3_Final,48,GM,LIB_2839
CELL_2840,0.9295516486109779,Tipo_1_Intermediario_1,72,DM,LIB_2840
CELL_2841,0.9966685537683462,Tipo_1_Intermediario_1,0,GM,LIB_2841
CELL_2842,2.8070029019906837,Tipo_3_Final,24,DM,LIB_2842
